"","num","A_Year_Built","A_Construction_Quality","A_Building_Condition","A_HVAC","A_Building_Type","A_Gross_Building_Area","A_Net_Leaseable_Area"
"3773",50684390,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3774",50684400,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3775",50684410,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3776",50684420,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3777",50684430,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3778",50684440,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3779",50684450,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3780",50684460,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3781",50684470,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3782",50684480,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3783",50684490,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3784",50684500,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3785",50684510,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3786",50684520,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3787",50684530,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3788",50684540,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3789",50684550,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3790",50684560,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3791",50684570,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3792",50684580,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3793",50684590,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3794",50684660,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3795",50684610,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3796",50684620,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3797",50684630,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3798",50684640,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3799",50684650,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3800",50677020,"1999","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3801",50677030,"1999","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3802",50682600,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3803",50682610,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3804",50682620,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3805",50682630,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3806",50682640,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3807",50682650,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3808",50682660,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3809",50682670,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3810",50682680,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3811",50682690,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3812",50682700,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3813",50682710,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3814",50682720,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3815",50682730,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3816",50682740,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3817",50682750,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3818",50682760,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3819",50682770,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3820",50682780,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3821",50682790,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3822",50682800,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3823",50682810,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3824",50682820,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3825",50682830,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3826",50682840,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3827",50682850,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3828",50682860,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3829",50682870,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3830",50682880,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3831",50682890,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3832",50682900,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3833",50682910,"2001","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3834",50677010,"1999","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3835",50677000,"1999","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3836",50676990,"1999","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3837",50676980,"1999","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3838",50676970,"1999","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3839",50676960,"1999","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"3840",11058040,"","UNKNOWN","UNKNOWN","","","1","0"
"3841",11037520,"","UNKNOWN","UNKNOWN","","","1","0"
"3842",18032010,"1940","GOOD","GOOD","PACKAGE UNIT","INDUSTRIAL FLEX MALL BUILDING","12,128","10,837"
"3843",18200060,"1940","GOOD","VERY GOOD","PACKAGE UNIT","INDUSTRIAL FLEX MALL BUILDING","3,967","0"
"3844",18024000,"1940","AVERAGE","GOOD","PACKAGE UNIT","OFFICE BUILDING","400","0"
"3845",50518900,"1989","VERY GOOD","GOOD","PACKAGE UNIT","MINI WAREHOUSE HI-RISE","110,835","91,448"
"3846",18056050,"1971","AVERAGE","FAIR","PACKAGE UNIT","OFFICE BUILDING","52,060","41,976"
"3847",60025090,"2015","EXCELLENT","EXCELLENT","HEAT PUMP INDIVIDUAL UNIT","MULTIPLE - RESIDENTIAL","138,245","133,828"
"3848",60025080,"2014","EXCELLENT","EXCELLENT","HEAT PUMP INDIVIDUAL UNIT","MULTIPLE - RESIDENTIAL","392,269","327,807"
"3849",60035020,"1800","EXCELLENT","EXCELLENT","NONE","INDUSTRIAL FLEX MALL BUILDING","6,528","0"
"3850",12520500,"","UNKNOWN","UNKNOWN","","","1","0"
"3851",12512000,"1800","VERY GOOD PLUS","AVERAGE","CENTRAL AIR TO AIR","3 STORY","5,760","0"
"3852",12511500,"","GOOD PLUS","AVERAGE","","","1","0"
"3853",50373510,"1900","GOOD","GOOD","COMPLETE HVAC","CHURCH","7,500","0"
"3854",12511000,"1796","GOOD PLUS","AVERAGE","RADIATOR W/AC","2½ STORY","2,970","0"
"3855",11982500,"2007","VERY GOOD PLUS","AVERAGE","NONE","PERMIT VALUE","1","0"
"3856",11331500,"1840","VERY GOOD PLUS","GOOD","PACKAGE UNIT","OFFICE BUILDING","4,698","0"
"3857",11422500,"1870","GOOD PLUS","VERY GOOD","NONE","3 STORY","2,398","0"
"3858",11424000,"1920","GOOD PLUS","GOOD","PACKAGE UNIT","MIXED RETAIL W/ RES UNITS","1,080","0"
"3859",11424500,"1920","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,080","0"
"3860",50415470,"1984","GOOD","GOOD","PACKAGE UNIT","OFFICE BUILDING","2,440","0"
"3861",50054600,"1820","GOOD PLUS","AVERAGE","CENTRAL AIR TO AIR","2.75 STORY FIN","4,481","0"
"3862",50415460,"1984","GOOD","GOOD","PACKAGE UNIT","OFFICE BUILDING","5,355","0"
"3863",10690000,"1890","AVERAGE PLUS","AVERAGE","PACKAGE UNIT","OFFICE BUILDING","5,205","4,424"
"3864",60041880,"1984","GOOD","GOOD","PACKAGE UNIT","OFFICE BUILDING","2,924","0"
"3865",60041870,"1984","GOOD","GOOD","PACKAGE UNIT","OFFICE BUILDING","2,924","0"
"3866",50465600,"1900","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,670","0"
"3867",50415430,"1984","GOOD","GOOD","PACKAGE UNIT","OFFICE BUILDING","2,646","0"
"3868",50465610,"1830","VERY GOOD PLUS","VERY GOOD","PACKAGE UNIT","MIXED RETAIL W/ RES UNITS","2,808","0"
"3869",50415420,"1984","GOOD","GOOD","PACKAGE UNIT","OFFICE BUILDING","3,170","0"
"3870",50415410,"1984","GOOD","FAIR","PACKAGE UNIT","OFFICE BUILDING","5,292","0"
"3871",50415400,"1984","VERY GOOD PLUS","GOOD","PACKAGE UNIT","MULTIPLE - RESIDENTIAL","2,741","0"
"3872",50160900,"1870","GOOD","AVERAGE","PACKAGE UNIT","MIXED RETAIL W/ RES UNITS","4,061","0"
"3873",10676500,"1780","GOOD PLUS","AVERAGE","RADIATOR W/AC","2½ STORY","2,712","0"
"3874",10677000,"1880","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ RES UNITS","2,320","0"
"3875",10584000,"0","GOOD","GOOD","PACKAGE UNIT","INDUSTRIAL FLEX MALL BUILDING","8,690","0"
"3876",60018030,"2009","","","NONE","LUXURY APARTMENTS HI-RISE","83,317","0"
"3877",60020770,"0","","","NONE","CONDO PKS","1","0"
"3878",50044500,"1900","GOOD","AVERAGE","PACKAGE UNIT","OFFICE BUILDING","6,204","0"
"3879",60028800,"1900","VERY GOOD","GOOD","PACKAGE UNIT","MUSEUM","2,646","0"
"3880",50044600,"1985","GOOD","GOOD","HOT CHILLED WATER","OFFICE BUILDING","23,077","19,615"
"3881",50324100,"1981","VERY GOOD","GOOD","PACKAGE UNIT","INDUSTRIAL FLEX MALL BUILDING","18,974","0"
"3882",50413600,"","UNKNOWN","UNKNOWN","","","1","0"
"3883",50324120,"1981","AVERAGE","GOOD","PACKAGE UNIT","DAY CARE CENTER","9,283","0"
"3884",50324130,"1981","AVERAGE","GOOD","PACKAGE UNIT","DAY CARE CENTER","14,754","0"
"3885",50324260,"1981","GOOD","AVERAGE","PACKAGE UNIT","OFFICE BUILDING","2,854","0"
"3886",50324250,"1981","GOOD","AVERAGE","PACKAGE UNIT","OFFICE BUILDING","2,854","0"
"3887",50324240,"1981","GOOD","AVERAGE","PACKAGE UNIT","OFFICE BUILDING","2,854","0"
"3888",50324230,"1981","GOOD","GOOD","PACKAGE UNIT","OFFICE BUILDING","2,854","0"
"3889",50512600,"1987","GOOD PLUS","GOOD","HOT CHILLED WATER","OFFICE BUILDING","14,959","0"
"3890",50324220,"1981","GOOD","AVERAGE","PACKAGE UNIT","OFFICE BUILDING","2,854","0"
"3891",50512710,"1935","GOOD","GOOD","PACKAGE UNIT","OFFICE BUILDING","776","0"
"3892",50324210,"1981","GOOD","AVERAGE","PACKAGE UNIT","OFFICE BUILDING","2,854","0"
"3893",50324200,"1981","GOOD","AVERAGE","PACKAGE UNIT","OFFICE BUILDING","2,854","0"
"3894",50324190,"1981","GOOD","AVERAGE","PACKAGE UNIT","OFFICE BUILDING","2,854","0"
"3895",50324180,"1981","GOOD","AVERAGE","PACKAGE UNIT","OFFICE BUILDING","2,854","0"
"3896",50324170,"1981","GOOD","AVERAGE","PACKAGE UNIT","OFFICE BUILDING","2,854","0"
"3897",50324160,"1981","GOOD","AVERAGE","PACKAGE UNIT","OFFICE BUILDING","2,854","0"
"3898",50324150,"1981","GOOD","AVERAGE","PACKAGE UNIT","OFFICE BUILDING","2,854","0"
"3899",50368760,"1982","GOOD","GOOD","PACKAGE UNIT","OFFICE BUILDING","6,514","0"
"3900",10209100,"","UNKNOWN","UNKNOWN","","","1","0"
"3901",50368610,"1982","VERY GOOD","AVERAGE","PACKAGE UNIT","DAY CARE CENTER","5,064","0"
"3902",50368750,"1982","GOOD","GOOD","PACKAGE UNIT","OFFICE BUILDING","7,573","0"
"3903",50368730,"1982","GOOD","GOOD","PACKAGE UNIT","OFFICE BUILDING","5,890","0"
"3904",50368740,"1982","GOOD","GOOD","PACKAGE UNIT","OFFICE BUILDING","5,890","0"
"3905",50368710,"1982","GOOD","GOOD","PACKAGE UNIT","OFFICE BUILDING","5,700","0"
"3906",50368700,"2006","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","6,514","0"
"3907",10208500,"0","GOOD","GOOD","PACKAGE UNIT","EXTENDED STAY MOTELS","1","0"
"3908",10208000,"","UNKNOWN","UNKNOWN","","","1","0"
"3909",50449900,"1986","VERY GOOD","GOOD","HOT CHILLED WATER","OFFICE BUILDING","18,900","18,000"
"3910",50413420,"1985","GOOD","GOOD","HOT CHILLED WATER","OFFICE BUILDING","74,441","68,770"
"3911",50413310,"1984","GOOD","GOOD","PACKAGE UNIT","DAY CARE CENTER","11,849","0"
"3912",50452700,"1985","GOOD PLUS","GOOD","PACKAGE UNIT","OFFICE BUILDING","7,665","0"
"3913",50452710,"1985","GOOD PLUS","GOOD","PACKAGE UNIT","OFFICE BUILDING","5,661","0"
"3914",60025060,"1985","GOOD","GOOD","PACKAGE UNIT","OFFICE BUILDING","1,887","0"
"3915",60046710,"1985","GOOD PLUS","GOOD","WARM AND COOL AIR ZONE","OFFICE BUILDING","18,000","18,000"
"3916",60022900,"1985","VERY GOOD","VERY GOOD","COMPLETE HVAC","OFFICE BUILDING","2,535","2,535"
"3917",60022910,"1985","VERY GOOD","VERY GOOD","COMPLETE HVAC","OFFICE BUILDING","2,535","2,535"
"3918",60022920,"1985","VERY GOOD","VERY GOOD","COMPLETE HVAC","OFFICE BUILDING","7,215","7,215"
"3919",60022930,"1985","VERY GOOD","VERY GOOD","COMPLETE HVAC","OFFICE BUILDING","7,215","7,215"
"3920",50452740,"1985","GOOD PLUS","GOOD","PACKAGE UNIT","OFFICE BUILDING","6,207","0"
"3921",50452750,"1985","VERY GOOD","GOOD","PACKAGE UNIT","OFFICE BUILDING","7,000","0"
"3922",10045500,"1950","GOOD","GOOD","COMPLETE HVAC","RESTAURANT","2,419","0"
"3923",50413410,"1985","GOOD","GOOD","WARM AND COOL AIR ZONE","OFFICE BUILDING","26,500","24,910"
"3924",50413440,"1985","AVERAGE PLUS","GOOD","PACKAGE UNIT","OFFICE BUILDING","31,000","0"
"3925",50413400,"1984","GOOD","GOOD","HOT CHILLED WATER","OFFICE BUILDING","50,400","46,996"
"3926",60000860,"2005","EXCELLENT","VERY GOOD","COMPLETE HVAC","SUPERMARKET","42,650","0"
"3927",60018060,"1900","GOOD","GOOD","PACKAGE UNIT","OFFICE BUILDING","3,570","0"
"3928",50588720,"1989","VERY GOOD","GOOD","HOT CHILLED WATER","OFFICE BUILDING","162,570","146,693"
"3929",50623520,"1979","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ RES UNITS","9,278","0"
"3930",50623510,"1979","GOOD","GOOD","COMPLETE HVAC","HOTEL","11,143","0"
"3931",50588740,"2000","GOOD PLUS","GOOD","HOT CHILLED WATER","OFFICE BUILDING","187,500","0"
"3932",50644040,"1997","EXCELLENT","EXCELLENT","HOT CHILLED WATER","OFFICE BUILDING","80,679","74,960"
"3933",50661450,"0","GOOD","GOOD","HOT CHILLED WATER","OFFICE BUILDING","102,623","97,438"
"3934",50685630,"2003","VERY GOOD","VERY GOOD","HOT CHILLED WATER","OFFICE BUILDING","220,000","212,889"
"3935",50640070,"1996","VERY GOOD PLUS","EXCELLENT","HOT CHILLED WATER","OFFICE BUILDING","164,407","156,311"
"3936",10028500,"","UNKNOWN","UNKNOWN","","","1","0"
"3937",12862000,"","UNKNOWN","UNKNOWN","","","1","0"
"3938",10012650,"1985","GOOD","GOOD","COMPLETE HVAC","MAIL PROCESSING FACILITY","29,800","0"
"3939",12862500,"","UNKNOWN","UNKNOWN","","","1","0"
"3940",50214000,"","UNKNOWN","UNKNOWN","","","1","0"
"3941",10012500,"1965","GOOD","AVERAGE","PACKAGE UNIT","AUTOMOTIVE CENTER","10,054","0"
"3942",12863000,"1963","GOOD","AVERAGE","PACKAGE UNIT","MULTIPLE - RESIDENTIAL","64,629","0"
"3943",50214010,"1990","GOOD","GOOD","PACKAGE UNIT","SERVICE GARAGE","4,500","0"
"3944",18080000,"1978","GOOD","AVERAGE","PACKAGE UNIT","WAREHOUSE SHOWROOM STORE","31,948","0"
"3945",18016500,"2008","AVERAGE","AVERAGE","NONE","PERMIT VALUE","1","0"
"3946",16984550,"1967","FAIR","FAIR","PACKAGE UNIT","DISCOUNT STORE","1,360","0"
"3947",18536000,"1959","GOOD","AVERAGE","SPACE HEATER","SERVICE GARAGE","10,260","0"
"3948",17257100,"1966","GOOD","AVERAGE","COMPLETE HVAC","RETAIL STORE","1,500","0"
"3949",17256000,"1950","AVERAGE PLUS","AVERAGE","HEAT PUMP INDIVIDUAL UNIT","OFFICE BUILDING","2,261","0"
"3950",18544000,"1942","GOOD","AVERAGE","PACKAGE UNIT","VETERINARY HOSPITAL","4,160","0"
"3951",50648050,"1997","VERY GOOD","GOOD","PACKAGE UNIT","COMPLETE AUTO DEALERSHIP","9,000","0"
"3952",17151000,"1969","GOOD","GOOD","COMPLETE HVAC","MEDICAL OFFICES","2,728","0"
"3953",18576000,"1940","GOOD","AVERAGE","COMPLETE HVAC","INDUSTRIAL FLEX MALL BUILDING","11,160","0"
"3954",18568100,"1980","AVERAGE PLUS","AVERAGE","PACKAGE UNIT","FRATERNAL BUILDING","24,584","0"
"3955",17148510,"","UNKNOWN","UNKNOWN","","","1","0"
"3956",50400050,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,272","1,272"
"3957",50400040,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,260","1,260"
"3958",50400030,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,260","1,260"
"3959",50400020,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,260","1,260"
"3960",50400010,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,260","1,260"
"3961",50400000,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,272","1,272"
"3962",50424050,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,534","1,534"
"3963",50424040,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","997","997"
"3964",50424030,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,260","1,260"
"3965",50424020,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,260","1,260"
"3966",50424010,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","950","950"
"3967",50424000,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,581","1,581"
"3968",50424110,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,800","1,800"
"3969",50424100,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","594","594"
"3970",50424090,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,191","1,191"
"3971",18600000,"1970","AVERAGE","AVERAGE","HEAT PUMP INDIVIDUAL UNIT","RETAIL STORE","3,000","0"
"3972",50424080,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,191","1,191"
"3973",50424070,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,191","1,191"
"3974",50424060,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,203","1,203"
"3975",18590400,"1970","AVERAGE","AVERAGE","PACKAGE UNIT","OFFICE BUILDING","19,776","19,776"
"3976",50454070,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,271","1,271"
"3977",18590300,"1968","VERY GOOD","AVERAGE","PACKAGE UNIT","AUTOMOTIVE CENTER","2,024","0"
"3978",50454060,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,260","1,260"
"3979",50454050,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,260","1,260"
"3980",50454040,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,260","1,260"
"3981",50454030,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,260","1,260"
"3982",50454020,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,260","1,260"
"3983",50454010,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,697","1,697"
"3984",50454000,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","834","934"
"3985",50454150,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,203","1,203"
"3986",50454140,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,191","1,191"
"3987",50454130,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,191","1,191"
"3988",50454120,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,191","1,191"
"3989",50454110,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,191","1,191"
"3990",50454100,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,191","1,191"
"3991",50454090,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,191","1,191"
"3992",50454080,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,203","1,203"
"3993",50400110,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,203","1,203"
"3994",50400100,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,191","1,191"
"3995",50400090,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,191","1,191"
"3996",50400080,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,191","1,191"
"3997",50400070,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,191","1,191"
"3998",50400060,"0","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","1,203","1,203"
"3999",18624000,"1989","EXCELLENT","GOOD","PACKAGE UNIT","MINI LUBE GARAGE","2,108","0"
"4000",18664000,"1971","VERY GOOD","GOOD","COMPLETE HVAC","FAST FOOD RESTAURANT","2,320","0"
"4001",50365810,"1940","VERY GOOD PLUS","VERY GOOD","COMPLETE HVAC","RESTAURANT","6,648","0"
"4002",50365800,"1940","GOOD","GOOD","COMPLETE HVAC","RESTAURANT","4,032","0"
"4003",18944000,"1930","GOOD","AVERAGE","COMPLETE HVAC","OFFICE BUILDING","2,620","0"
"4004",17327000,"1960","GOOD","GOOD","PACKAGE UNIT","MIXED RETAIL W/ OFFICE UNITS","5,025","0"
"4005",18832220,"1968","GOOD PLUS","VERY GOOD","PACKAGE UNIT","FAST FOOD RESTAURANT","1,949","0"
"4006",18833000,"1969","VERY GOOD","GOOD","COMPLETE HVAC","FAST FOOD RESTAURANT","992","0"
"4007",18888600,"1964","VERY GOOD","GOOD","FORCED AIR","AUTOMOTIVE CENTER","3,915","0"
"4008",18880000,"1971","FAIR","AVERAGE","PACKAGE UNIT","RETAIL STORE","2,000","0"
"4009",18872000,"1955","GOOD","GOOD","PACKAGE UNIT","LAUNDRY/DRY CLEANING","1,980","0"
"4010",19360000,"2000","EXCELLENT","VERY GOOD","PACKAGE UNIT","DRUG STORE","10,177","0"
"4011",50523300,"1990","VERY GOOD","GOOD","PACKAGE UNIT","COMMUNITY SHOPPING CENTER","146,825","146,133"
"4012",19248000,"1969","AVERAGE","GOOD","COMPLETE HVAC","MIXED RETAIL W/ OFFICE UNITS","9,088","0"
"4013",19344000,"1959","GOOD","AVERAGE","COMPLETE HVAC","RETAIL STORE","1,600","0"
"4014",50636750,"1986","GOOD","GOOD","PACKAGE UNIT","RETAIL STORE","5,390","0"
