"","num","A_Year_Built","A_Construction_Quality","A_Building_Condition","A_HVAC","A_Building_Type","A_Gross_Building_Area","A_Net_Leaseable_Area"
"16592",50690810,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16593",50690820,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16594",50690830,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16595",50690840,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16596",50690850,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16597",50690860,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16598",50690870,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16599",50688530,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16600",50692300,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16601",50692310,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16602",50688460,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16603",50688470,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16604",50688480,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16605",50688490,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16606",50691060,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16607",50691070,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16608",50691080,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16609",50691090,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16610",50688500,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16611",50688510,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16612",50688520,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16613",50692320,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16614",50692330,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16615",50688540,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16616",50688550,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16617",50688560,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16618",50688570,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16619",50691100,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16620",50691110,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16621",50691120,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16622",50691130,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16623",50688580,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16624",50688590,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16625",50688600,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16626",50688610,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16627",50692340,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16628",50692350,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16629",50688620,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16630",50688630,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16631",50688640,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16632",50688650,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16633",50691140,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16634",50691150,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16635",50691160,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16636",50691170,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16637",50688660,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16638",50688670,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16639",50688680,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16640",50688690,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16641",50692360,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16642",50692370,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16643",50688700,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16644",50688710,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16645",50688720,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16646",50688730,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16647",50691180,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16648",50691190,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16649",50691200,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16650",50691210,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16651",50688740,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16652",50688750,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16653",50688760,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16654",50688770,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16655",50692120,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16656",50692130,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16657",50690880,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16658",50690890,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16659",50688280,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16660",50688290,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16661",50690240,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16662",50690250,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16663",50692140,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16664",50692150,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16665",50690900,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16666",50690910,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16667",50688300,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16668",50688310,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16669",50690260,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16670",50690270,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16671",50692160,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16672",50692170,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16673",50690920,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16674",50690930,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16675",50688320,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16676",50688330,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16677",50690280,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16678",50690290,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16679",50692700,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16680",50692380,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16681",50689420,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16682",50688780,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16683",50689430,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16684",50688790,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16685",50691540,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16686",50691220,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16687",50691550,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16688",50691230,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16689",50689440,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16690",50688800,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16691",50689450,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16692",50688810,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16693",50692710,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16694",50692390,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16695",50692720,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16696",50692400,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16697",50689460,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16698",50688820,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16699",50689470,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16700",50688830,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16701",50691560,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16702",50691240,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16703",50691570,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16704",50691250,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16705",50689480,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16706",50688840,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16707",50689490,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16708",50688850,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16709",50692730,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16710",50692410,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16711",50692740,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16712",50692420,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16713",50689500,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16714",50688860,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16715",50689510,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16716",50688870,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16717",50691580,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16718",50691260,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16719",50691590,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16720",50691270,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16721",50689520,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16722",50688880,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16723",50689530,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16724",50688890,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16725",50692750,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16726",50692430,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16727",50692760,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16728",50692440,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16729",50689540,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16730",50688900,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16731",50689550,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16732",50688910,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16733",50691600,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16734",50691280,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16735",50691610,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16736",50691290,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16737",50689560,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16738",50688920,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16739",50689570,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16740",50688930,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16741",50692770,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16742",50692450,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16743",50690300,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16744",50690310,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16745",50688340,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16746",50688350,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16747",50690940,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16748",50690950,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16749",50692180,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16750",50692190,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16751",50690320,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16752",50690330,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16753",50688360,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16754",50688370,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16755",50690960,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16756",50690970,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16757",50692200,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16758",50692210,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16759",50690340,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16760",50690350,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16761",50688380,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16762",50688390,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16763",50690980,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16764",50690990,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16765",50692220,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16766",50692230,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16767",50692780,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16768",50692460,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16769",50689580,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16770",50688940,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16771",50689590,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16772",50688950,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16773",50691620,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16774",50691300,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16775",50691630,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16776",50691310,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16777",50689600,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16778",50688960,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16779",50689610,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16780",50688970,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16781",50692790,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16782",50692470,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16783",50692800,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16784",50692480,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16785",50689620,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16786",50688980,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16787",50689630,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16788",50688990,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16789",50691640,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16790",50691320,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16791",50691650,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16792",50691330,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16793",50689640,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16794",50689000,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16795",50689650,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16796",50689010,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16797",50692810,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16798",50692490,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16799",50692820,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16800",50692500,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16801",50689660,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16802",50689020,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16803",50689670,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16804",50689030,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16805",50691660,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16806",50691340,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16807",50691670,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16808",50691350,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16809",50689680,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16810",50689040,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16811",50689690,"1990","AVERAGE","AVERAGE","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16812",50689050,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16813",50692830,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16814",50692510,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16815",50692840,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16816",50692520,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16817",50689700,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16818",50689060,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"16819",50689710,"1990","AVERAGE","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
