"","num","A_Sales_Year","A_Sales_Value"
"169918","50195590","06/18/2004","$284,000"
"169919","50195590","05/25/1999","$108,500"
"169920","50195590","10/21/1998","$0"
"169921","50195600","05/03/2023","$405,000"
"169922","50195600","05/09/2022","$280,000"
"169923","50195600","07/08/2008","$0"
"169924","50195600","01/02/1986","$84,000"
"169925","50195600","12/11/1981","$0"
"169926","50195600","11/30/1979","$83,000"
"169927","50195600","05/31/1978","$819,780"
"169928","50195610","09/14/2022","$0"
"169929","50195610","11/26/2014","$287,500"
"169930","50195610","08/16/1999","$160,000"
"169931","50195610","04/22/1997","$0"
"169932","50195610","04/22/1997","$0"
"169933","50195620","01/28/2021","$0"
"169934","50195620","01/27/2021","$360,000"
"169935","50195620","09/16/2019","$0"
"169936","50195620","06/07/1996","$131,000"
"169937","50195620","11/21/1988","$131,900"
"169938","50195620","09/27/1977","$71,200"
"169939","50195620","01/01/1942","$0"
"169940","50195630","02/26/2025","$25,000"
"169941","50195630","08/14/2020","$299,500"
"169942","50195630","03/04/2016","$210,000"
"169943","50195630","09/06/2000","$0"
"169944","50195630","04/07/1995","$0"
"169945","50195630","07/29/1992","$128,000"
"169946","50195640","10/31/2012","$0"
"169947","50195640","07/13/2001","$790,000"
"169948","50195640","12/28/1984","$0"
"169949","50195640","12/28/1984","$0"
"169950","50195650","04/21/2006","$277,000"
"169951","50195650","11/17/2003","$0"
"169952","50195650","07/17/1978","$43,400"
"169953","50195650","08/16/1977","$0"
"169954","50195660","08/05/2008","$218,000"
"169955","50195660","05/17/1983","$85,000"
"169956","50195660","01/03/1980","$76,000"
"169957","50195660","06/06/1978","$58,755"
"169958","50195670","09/25/2023","$299,900"
"169959","50195670","06/09/2021","$263,200"
"169960","50195670","01/25/1993","$85,750"
"169961","50195670","12/30/1988","$82,000"
"169962","50195670","09/30/1986","$73,000"
"169963","50195680","06/09/2004","$0"
"169964","50195680","06/17/1994","$100,000"
"169965","50195680","06/19/1978","$58,520"
"169966","50195680","08/16/1977","$0"
"169967","50195690","01/06/2017","$192,000"
"169968","50195690","04/30/2010","$196,400"
"169969","50195690","05/10/2004","$250,000"
"169970","50195690","07/18/2000","$103,000"
"169971","50195690","11/19/1987","$83,000"
"169972","50195700","07/28/2014","$257,500"
"169973","50195700","02/01/2012","$223,000"
"169974","50195700","07/23/1999","$0"
"169975","50195700","07/16/1981","$112,000"
"169976","50195700","08/16/1977","$0"
"169977","50195710","03/30/1989","$122,000"
"169978","50195710","02/01/1978","$61,330"
"169979","50195710","08/16/1977","$0"
"169980","50195720","09/22/1993","$116,000"
"169981","50195720","04/27/1992","$101,000"
"169982","50195720","07/15/1984","$95,000"
"169983","50195730","03/17/2023","$396,500"
"169984","50195730","03/15/2023","$0"
"169985","50195730","10/14/2021","$240,000"
"169986","50195730","01/06/2021","$0"
"169987","50195730","05/15/2003","$0"
"169988","50195730","09/26/2002","$166,900"
"169989","50195730","03/15/1994","$0"
"169990","50195730","07/13/1978","$64,930"
"169991","50195740","08/25/2018","$0"
"169992","50195740","08/09/2002","$250,000"
"169993","50195740","04/23/2002","$0"
"169994","50195740","07/31/1996","$143,000"
"169995","50195750","04/07/2022","$0"
"169996","50195750","04/17/2012","$0"
"169997","50195750","05/20/2009","$0"
"169998","50195750","04/26/2009","$270,000"
"169999","50195750","11/24/1997","$135,000"
"170000","50195750","01/31/1991","$142,000"
"170001","50195750","04/26/1978","$77,505"
"170002","50195760","10/31/2012","$0"
"170003","50195760","07/13/2001","$790,000"
"170004","50195760","12/28/1984","$0"
"170005","50195760","12/28/1984","$0"
"170006","50195770","06/02/2020","$195,000"
"170007","50195770","12/13/2019","$0"
"170008","50195770","06/06/1988","$73,000"
"170009","50195770","01/09/1987","$59,750"
"170010","50195770","12/09/1985","$68,000"
"170011","50195780","10/27/2014","$232,000"
"170012","50195780","05/20/2008","$230,000"
"170013","50195780","10/30/2003","$211,900"
"170014","50195780","03/30/1995","$102,000"
"170015","50195780","11/30/1987","$93,000"
"170016","50195790","10/26/2018","$165,900"
"170017","50195790","06/02/2018","$190,642"
"170018","50195790","03/05/2007","$262,000"
"170019","50195790","04/13/1987","$78,000"
"170020","50195790","09/22/1981","$84,500"
"170021","50195790","06/23/1978","$48,650"
"170022","50195800","05/16/2025","$414,000"
"170023","50195800","04/19/2022","$220,000"
"170024","50195800","08/24/2009","$0"
"170025","50195800","05/15/1990","$112,000"
"170026","50195800","03/10/1978","$61,190"
"170027","50195800","08/16/1977","$0"
"170028","50195810","07/18/2017","$210,000"
"170029","50195810","02/07/2016","$190,000"
"170030","50195810","05/16/2007","$0"
"170031","50195810","05/16/2007","$0"
"170032","50195810","04/14/1978","$56,290"
"170033","50195810","08/16/1977","$0"
"170034","50195820","02/24/2020","$323,000"
"170035","50195820","07/25/2012","$0"
"170036","50195820","07/20/2010","$205,000"
"170037","50195820","10/16/2009","$371,225"
"170038","50195820","04/27/2006","$359,000"
"170039","50195820","02/27/2004","$236,000"
"170040","50195820","09/14/1984","$104,455"
"170041","50195820","05/19/1978","$68,190"
"170042","50195830","08/12/2002","$196,000"
"170043","50195830","01/05/1981","$105,000"
"170044","50195830","02/17/1978","$64,990"
"170045","50195840","08/12/2020","$305,000"
"170046","50195840","06/29/2015","$225,000"
"170047","50195840","02/07/2007","$345,000"
"170048","50195840","06/28/1991","$0"
"170049","50195840","11/29/1990","$130,000"
"170050","50195840","06/15/1988","$113,500"
"170051","50195850","01/19/2022","$274,500"
"170052","50195850","06/09/2017","$0"
"170053","50195850","04/05/2017","$0"
"170054","50195850","03/10/2016","$13,500"
"170055","50195850","05/19/2000","$103,000"
"170056","50195850","10/30/1998","$92,500"
"170057","50195850","04/28/1983","$86,000"
"170058","50195860","01/27/2006","$439,000"
"170059","50195860","02/01/2005","$0"
"170060","50195860","07/18/1990","$6,500"
"170061","50195860","09/29/1989","$153,900"
"170062","50195860","11/18/1987","$138,500"
"170063","50195870","11/03/2022","$0"
"170064","50195870","02/01/2017","$307,500"
"170065","50195870","11/04/2010","$255,000"
"170066","50195870","10/07/1998","$0"
"170067","50195870","02/27/1978","$77,735"
"170068","50195870","08/16/1977","$0"
"170069","50195880","08/15/2023","$0"
"170070","50195880","05/21/2003","$240,000"
"170071","50195880","03/16/1992","$133,000"
"170072","50195880","03/27/1989","$117,000"
"170073","50195890","10/31/2012","$0"
"170074","50195890","07/13/2001","$790,000"
"170075","50195890","12/28/1984","$0"
"170076","50195890","12/28/1984","$0"
"170077","50195900","04/08/2022","$230,000"
"170078","50195900","04/02/2012","$160,000"
"170079","50195900","08/21/2003","$0"
"170080","50195900","07/18/1980","$71,000"
"170081","50195900","09/14/1978","$44,065"
"170082","50195910","12/09/2023","$0"
"170083","50195910","07/14/2011","$0"
"170084","50195910","06/20/2000","$101,800"
"170085","50195910","06/24/1997","$92,950"
"170086","50195910","12/15/1989","$110,000"
"170087","50195920","11/05/2008","$190,000"
"170088","50195920","07/25/2008","$238,548"
"170089","50195920","04/28/2005","$286,000"
"170090","50195920","11/24/1998","$80,000"
"170091","50195920","09/05/1986","$75,000"
"170092","50195930","05/25/2012","$235,000"
"170093","50195930","02/23/2009","$220,000"
"170094","50195930","12/12/2007","$226,500"
"170095","50195930","11/28/2003","$0"
"170096","50195930","08/18/2000","$99,500"
"170097","50195930","06/09/2000","$0"
"170098","50195940","02/25/2003","$118,700"
"170099","50195940","02/14/2003","$153,000"
"170100","50195940","03/14/2002","$127,000"
"170101","50195940","03/29/1999","$0"
"170102","50195950","05/21/2014","$0"
"170103","50195950","10/07/1999","$100,000"
"170104","50195950","03/17/1989","$125,500"
"170105","50195950","10/03/1978","$73,735"
"170106","50195960","10/25/2023","$17,000"
"170107","50195960","01/04/2021","$304,000"
"170108","50195960","05/18/2020","$0"
"170109","50195960","07/07/2017","$245,000"
"170110","50195960","04/17/2015","$220,000"
"170111","50195960","05/10/2011","$228,900"
"170112","50195960","12/24/2010","$0"
"170113","50195960","03/10/1978","$68,035"
"170114","50195960","08/16/1977","$0"
"170115","50195980","07/31/2019","$260,000"
"170116","50195980","01/18/2007","$0"
"170117","50195980","02/11/1987","$0"
"170118","50195980","01/08/1987","$83,000"
"170119","50195980","08/02/1978","$61,280"
"170120","50195980","08/16/1977","$0"
"170121","50195990","06/26/2023","$649,000"
"170122","50195990","09/24/1999","$0"
"170123","50195990","02/11/1998","$0"
"170124","50195990","05/09/1989","$145,000"
"170125","50196000","06/26/2023","$649,000"
"170126","50196000","09/24/1999","$0"
"170127","50196000","02/11/1998","$0"
"170128","50196000","09/15/1977","$81,535"
"170129","50196010","06/03/1985","$69,500"
"170130","50196010","06/07/1978","$48,685"
"170131","50196010","08/16/1977","$0"
"170132","50196010","01/01/1942","$0"
"170133","50196020","12/16/2019","$211,000"
"170134","50196020","10/30/2019","$0"
"170135","50196020","11/28/2018","$0"
"170136","50196020","07/11/2003","$148,000"
"170137","50196020","12/21/1999","$76,900"
"170138","50196020","12/15/1992","$80,000"
"170139","50196030","12/07/2016","$0"
"170140","50196030","09/13/1996","$100,000"
"170141","50196030","10/05/1988","$96,500"
"170142","50196030","08/30/1979","$73,750"
"170143","50196040","05/30/2018","$195,000"
"170144","50196040","04/27/2013","$0"
"170145","50196040","06/16/2003","$145,000"
"170146","50196040","06/05/1981","$76,000"
"170147","50196040","06/13/1978","$48,920"
"170148","50196050","07/19/1996","$5,000"
"170149","50196050","07/31/1978","$58,845"
"170150","50196050","08/16/1977","$0"
"170151","50196060","09/22/2018","$220,000"
"170152","50196060","01/05/2016","$190,000"
"170153","50196060","09/08/2014","$190,000"
"170154","50196060","12/27/2013","$0"
"170155","50196060","01/14/2009","$0"
"170156","50196060","07/16/1984","$84,808"
"170157","50196060","09/04/1978","$55,300"
"170158","50196060","08/16/1977","$0"
"170159","50196070","10/09/2013","$0"
"170160","50196070","08/13/2013","$0"
"170161","50196070","08/27/2004","$294,000"
"170162","50196070","06/18/2002","$167,500"
"170163","50196070","04/24/1998","$111,900"
"170164","50196080","10/30/2009","$199,900"
"170165","50196080","07/20/2009","$171,500"
"170166","50196080","12/10/2004","$315,000"
"170167","50196080","03/12/2002","$173,000"
"170168","50196080","08/29/1994","$115,000"
"170169","50196090","05/23/2023","$15,350"
"170170","50196090","05/28/2010","$238,000"
"170171","50196090","07/02/2002","$195,000"
"170172","50196090","07/29/1996","$123,500"
"170173","50196090","05/04/1995","$123,500"
"170174","50196100","09/05/2024","$295,900"
"170175","50196100","05/29/2024","$0"
"170176","50196100","06/28/2000","$105,500"
"170177","50196100","08/10/1978","$60,480"
"170178","50196100","08/16/1977","$0"
"170179","50196110","03/28/2019","$0"
"170180","50196110","10/29/1997","$147,500"
"170181","50196110","06/22/1990","$154,900"
"170182","50196110","03/15/1990","$0"
"170183","50196120","08/18/2006","$0"
"170184","50196120","08/28/1997","$130,000"
"170185","50196120","05/12/1997","$132,500"
"170186","50196120","11/24/1987","$135,000"
"170187","50196130","05/24/2004","$0"
"170188","50196130","01/27/1994","$125,000"
"170189","50196130","10/20/1988","$113,500"
"170190","50196140","10/31/2012","$0"
"170191","50196140","07/13/2001","$790,000"
"170192","50196140","12/28/1984","$0"
"170193","50196140","12/28/1984","$0"
"170194","50196150","09/14/2017","$177,000"
"170195","50196150","07/27/2007","$0"
"170196","50196150","12/23/2003","$150,000"
"170197","50196150","04/30/1998","$69,000"
"170198","50196150","11/24/1987","$75,000"
"170199","50196160","10/30/2024","$365,000"
"170200","50196160","12/18/2023","$352,500"
"170201","50196160","08/04/2015","$175,000"
"170202","50196160","07/12/1999","$96,750"
"170203","50196160","04/22/1997","$0"
"170204","50196160","06/10/1988","$0"
"170205","50196170","03/24/2025","$285,000"
"170206","50196170","08/27/2002","$0"
"170207","50196170","05/05/1986","$0"
"170208","50196170","11/15/1985","$74,000"
"170209","50196180","09/20/2018","$225,000"
"170210","50196180","10/02/2006","$320,000"
"170211","50196180","03/21/2006","$0"
"170212","50196180","05/29/2001","$129,000"
"170213","50196180","02/11/1997","$111,250"
"170214","50196180","07/01/1991","$93,100"
"170215","50196190","06/22/2020","$272,500"
"170216","50196190","12/26/2018","$0"
"170217","50196190","06/06/2018","$0"
"170218","50196190","04/30/2018","$229,000"
"170219","50196190","03/09/2007","$285,000"
"170220","50196190","09/28/1978","$54,300"
"170221","50196190","08/16/1977","$0"
"170222","50196200","05/09/2021","$0"
"170223","50196200","07/25/1978","$69,200"
"170224","50196200","08/16/1977","$0"
"170225","50196200","01/01/1942","$0"
"170226","50196210","09/22/2003","$230,000"
"170227","50196210","01/21/1981","$105,000"
"170228","50196210","08/16/1977","$0"
"170229","50196220","04/19/2005","$371,000"
"170230","50196220","11/11/1998","$95,000"
"170231","50196220","07/24/1998","$105,000"
"170232","50196230","05/19/2009","$197,000"
"170233","50196230","09/21/1978","$61,430"
"170234","50196230","08/16/1977","$0"
"170235","50196240","02/13/2023","$0"
"170236","50196240","03/16/2016","$295,000"
"170237","50196240","10/29/2010","$0"
"170238","50196240","10/29/2010","$274,500"
"170239","50196240","05/02/2010","$0"
"170240","50196240","07/17/2006","$410,000"
"170241","50196240","06/30/1997","$127,000"
"170242","50196240","11/20/1978","$88,675"
"170243","50196240","08/16/1977","$0"
"170244","50196250","02/06/2023","$385,000"
"170245","50196250","02/18/2022","$0"
"170246","50196250","02/14/2017","$300,000"
"170247","50196250","06/21/2002","$230,500"
"170248","50196250","11/27/1998","$139,000"
"170249","50196250","02/22/1994","$0"
"170250","50196260","07/22/2022","$241,000"
"170251","50196260","08/26/2015","$168,000"
"170252","50196260","03/01/2002","$91,000"
"170253","50196260","11/11/1993","$41,950"
"170254","50196260","10/25/1990","$93,000"
"170255","50196270","05/29/2021","$230,000"
"170256","50196270","05/12/2015","$187,500"
"170257","50196270","06/14/2012","$0"
"170258","50196270","07/02/1996","$0"
"170259","50196270","11/30/1980","$0"
"170260","50196270","06/09/1978","$43,265"
"170261","50196280","05/04/2005","$325,000"
"170262","50196280","05/13/2004","$279,000"
"170263","50196280","06/28/2002","$162,750"
"170264","50196290","06/06/2024","$295,000"
"170265","50196290","09/29/2008","$195,000"
"170266","50196290","10/23/2007","$237,506"
"170267","50196290","12/30/2005","$288,000"
"170268","50196290","04/28/1999","$79,900"
"170269","50196290","04/08/1993","$89,500"
"170270","50196290","12/24/1986","$70,000"
"170271","50196300","06/02/2015","$227,000"
"170272","50196300","05/21/2015","$0"
"170273","50196300","02/28/2002","$147,000"
"170274","50196300","02/24/1997","$80,900"
"170275","50196300","08/07/1996","$101,303"
"170276","50196310","08/14/2009","$0"
"170277","50196310","08/10/2009","$195,000"
"170278","50196310","03/01/2001","$105,000"
"170279","50196310","07/26/1978","$54,165"
"170280","50196310","08/16/1977","$0"
"170281","50196320","09/14/2000","$115,000"
"170282","50196320","07/11/1984","$98,500"
"170283","50196320","06/27/1980","$94,000"
"170284","50196330","12/08/2016","$250,000"
"170285","50196330","08/24/2016","$182,000"
"170286","50196330","08/13/2015","$0"
"170287","50196330","11/15/2001","$153,000"
"170288","50196330","09/24/1991","$125,000"
"170289","50196330","01/30/1978","$65,050"
"170290","50196340","04/14/2025","$450,000"
"170291","50196340","01/19/2023","$0"
"170292","50196340","06/22/2020","$325,000"
"170293","50196340","06/22/2020","$0"
"170294","50196340","08/01/2013","$225,000"
"170295","50196340","01/13/1998","$110,000"
"170296","50196340","11/12/1992","$0"
"170297","50196340","04/03/1978","$68,635"
"170298","50196350","03/22/2022","$260,500"
"170299","50196350","07/25/1978","$61,955"
"170300","50196350","08/16/1977","$0"
"170301","50196360","07/18/2011","$260,000"
"170302","50196360","02/19/2011","$0"
"170303","50196360","11/20/1995","$138,000"
"170304","50196360","11/16/1990","$0"
"170305","50196360","12/23/1986","$135,500"
"170306","50196370","08/29/2012","$260,000"
"170307","50196370","02/03/2012","$0"
"170308","50196370","06/29/2007","$328,000"
"170309","50196370","03/25/2004","$0"
"170310","50196370","03/20/1978","$78,565"
"170311","50196370","08/16/1977","$0"
"170312","50196380","03/25/2022","$0"
"170313","50196380","11/01/2005","$367,500"
"170314","50196380","12/21/1999","$122,000"
"170315","50196380","05/16/1995","$0"
"170316","50196390","11/30/2004","$215,000"
"170317","50196390","10/19/1992","$0"
"170318","50196390","05/06/1986","$65,000"
"170319","50196400","05/26/2017","$175,000"
"170320","50196400","11/16/2016","$0"
"170321","50196400","02/22/2008","$0"
"170322","50196400","01/29/1990","$86,500"
"170323","50196400","09/01/1981","$72,750"
"170324","50196400","09/15/1978","$43,700"
"170325","50196410","01/23/2002","$140,000"
"170326","50196410","11/15/1996","$93,500"
"170327","50196410","05/27/1987","$94,000"
"170328","50196420","12/19/2014","$0"
"170329","50196420","09/29/1978","$48,905"
"170330","50196420","08/16/1977","$0"
"170331","50196430","04/30/2019","$217,000"
"170332","50196430","02/17/1994","$0"
"170333","50196430","01/31/1991","$108,500"
"170334","50196430","08/08/1989","$0"
"170335","50196440","02/18/2019","$0"
"170336","50196440","04/29/1994","$90,000"
"170337","50196440","08/08/1978","$56,300"
"170338","50196440","08/16/1977","$0"
"170339","50196450","05/15/2013","$175,000"
"170340","50196450","11/09/2012","$182,400"
"170341","50196450","04/12/1990","$130,000"
"170342","50196450","09/29/1989","$125,000"
"170343","50196450","01/01/1942","$125,000"
"170344","50196460","10/30/2009","$227,000"
"170345","50196460","09/25/1992","$126,000"
"170346","50196460","11/15/1991","$120,000"
"170347","50196460","12/22/1986","$100,000"
"170348","50196470","11/01/1994","$124,900"
"170349","50196470","07/31/1978","$69,750"
"170350","50196470","08/16/1977","$0"
"170351","50196480","12/20/1996","$99,500"
"170352","50196480","12/19/1991","$110,000"
"170353","50196480","09/28/1987","$91,000"
"170354","50196490","01/29/2009","$282,500"
"170355","50196490","09/14/2004","$0"
"170356","50196490","04/01/2002","$200,000"
"170357","50196490","08/12/1999","$0"
"170358","50196490","03/19/1999","$155,000"
"170359","50196500","11/18/2007","$0"
"170360","50196500","11/16/2007","$355,000"
"170361","50196500","07/23/2004","$330,000"
"170362","50196500","11/14/1977","$0"
"170363","50196500","11/14/1977","$79,440"
"170364","50196500","08/16/1977","$0"
"170365","50196510","04/29/2005","$0"
"170366","50196510","09/08/1978","$44,955"
"170367","50196510","08/16/1977","$0"
"170368","50196520","11/28/2011","$150,000"
"170369","50196520","10/31/2006","$252,000"
"170370","50196520","08/11/2003","$153,000"
"170371","50196520","04/17/1987","$70,000"
"170372","50196520","04/26/1984","$73,900"
"170373","50196530","11/08/2024","$0"
"170374","50196530","04/05/1991","$115,000"
"170375","50196530","04/05/1991","$0"
"170376","50196530","07/01/1987","$90,000"
"170377","50196540","09/18/2007","$258,000"
"170378","50196540","05/05/2006","$0"
"170379","50196540","04/04/1978","$51,780"
"170380","50196540","08/16/1977","$0"
"170381","50196540","01/01/1942","$0"
"170382","50196550","04/22/2020","$272,500"
"170383","50196550","04/28/2017","$244,500"
"170384","50196550","11/12/2013","$200,000"
"170385","50196550","07/01/1998","$42,250"
"170386","50196550","03/16/1998","$0"
"170387","50196550","07/20/1983","$92,000"
"170388","50196560","10/27/2021","$295,000"
"170389","50196560","07/14/2020","$262,000"
"170390","50196560","03/07/2018","$214,000"
"170391","50196560","05/29/2012","$186,000"
"170392","50196560","06/12/1989","$93,800"
"170393","50196560","06/12/1989","$0"
"170394","50196560","04/10/1978","$52,460"
"170395","50196570","02/24/2025","$0"
"170396","50196570","05/13/2024","$0"
"170397","50196570","10/02/2020","$302,000"
"170398","50196570","12/22/2005","$322,500"
"170399","50196570","12/21/2001","$0"
"170400","50196570","12/21/2001","$165,000"
"170401","50196570","04/28/1983","$102,000"
"170402","50196570","05/02/1980","$95,000"
"170403","50196570","07/10/1978","$74,990"
"170404","50196580","07/10/2017","$255,500"
"170405","50196580","11/06/2003","$0"
"170406","50196580","10/26/1998","$105,000"
"170407","50196580","12/09/1997","$87,325"
"170408","50196590","02/15/2023","$331,000"
"170409","50196590","10/05/2006","$345,000"
"170410","50196590","06/06/2002","$0"
"170411","50196590","08/27/1998","$106,500"
"170412","50196590","01/15/1982","$109,900"
"170413","50196590","07/26/1978","$70,755"
"170414","50196600","08/26/2021","$18,000"
"170415","50196600","01/21/2019","$224,000"
"170416","50196600","10/19/1999","$100,000"
"170417","50196600","06/11/1992","$0"
"170418","50196600","05/30/1992","$102,000"
"170419","50196610","08/22/2013","$297,500"
"170420","50196610","03/30/2006","$430,000"
"170421","50196610","05/06/2005","$0"
"170422","50196610","09/30/1998","$140,000"
"170423","50196610","10/07/1977","$82,065"
"170424","50196620","11/20/2024","$0"
"170425","50196620","12/11/2015","$0"
"170426","50196620","12/11/2015","$320,000"
"170427","50196620","06/24/2005","$0"
"170428","50196620","04/25/2005","$400,000"
"170429","50196620","05/15/2002","$0"
"170430","50196620","12/19/1997","$143,500"
"170431","50196630","07/26/2006","$340,000"
"170432","50196630","04/29/1994","$121,000"
"170433","50196630","11/01/1977","$67,390"
"170434","50196630","08/16/1977","$0"
"170435","50196640","03/28/2025","$305,000"
"170436","50196640","03/28/2024","$248,000"
"170437","50196640","05/04/2022","$0"
"170438","50196640","08/01/1978","$44,430"
"170439","50196640","08/16/1977","$0"
"170440","50196650","09/26/2023","$279,500"
"170441","50196650","08/29/1978","$44,300"
"170442","50196650","08/16/1977","$0"
"170443","50196660","11/25/1991","$108,000"
"170444","50196660","07/31/1987","$87,000"
"170445","50196660","02/01/1982","$85,370"
"170446","50196670","02/07/2025","$267,500"
"170447","50196670","11/04/2023","$0"
"170448","50196670","01/06/1981","$76,000"
"170449","50196670","09/11/1978","$49,115"
"170450","50196670","08/16/1977","$0"
"170451","50196680","03/15/1982","$91,000"
"170452","50196680","04/15/1981","$95,000"
"170453","50196680","08/16/1977","$0"
"170454","50196690","06/15/2022","$285,000"
"170455","50196690","07/24/2009","$0"
"170456","50196690","08/10/2005","$0"
"170457","50196690","09/25/1992","$0"
"170458","50196690","06/27/1978","$60,075"
"170459","50196690","08/16/1977","$0"
"170460","50196700","08/22/2023","$379,000"
"170461","50196700","03/27/2019","$0"
"170462","50196700","02/27/2004","$225,000"
"170463","50196700","02/15/1991","$121,500"
"170464","50196700","09/18/1978","$70,205"
"170465","50196710","02/19/2024","$375,000"
"170466","50196710","12/13/2018","$258,000"
"170467","50196710","10/19/2004","$0"
"170468","50196710","12/14/1992","$126,000"
"170469","50196710","11/30/1989","$121,000"
"170470","50196710","01/16/1985","$103,500"
"170471","50196720","11/16/2018","$264,000"
"170472","50196720","07/02/2012","$237,500"
"170473","50196720","07/13/2001","$790,000"
"170474","50196720","12/28/1984","$0"
"170475","50196720","12/28/1984","$0"
"170476","50196730","01/25/2019","$225,000"
"170477","50196730","07/28/1990","$105,000"
"170478","50196730","11/20/1978","$67,280"
"170479","50196730","01/01/1942","$61,330"
"170480","50196740","05/17/2024","$0"
"170481","50196740","12/31/2010","$0"
"170482","50196740","07/09/1991","$150,000"
"170483","50196740","07/29/1980","$125,000"
"170484","50196740","05/02/1978","$84,805"
"170485","50196750","09/28/2021","$350,000"
"170486","50196750","07/23/2010","$0"
"170487","50196750","05/28/2004","$311,000"
"170488","50196750","07/26/1982","$115,000"
"170489","50196750","02/15/1980","$120,500"
"170490","50196760","06/02/2023","$20,000"
"170491","50196760","01/04/2023","$0"
"170492","50196760","07/01/2022","$220,000"
"170493","50196760","08/31/2004","$239,777"
"170494","50196760","02/25/2003","$122,000"
"170495","50196760","09/21/1995","$6,800"
"170496","50196760","01/08/1987","$72,750"
"170497","50196770","10/10/2023","$259,900"
"170498","50196770","11/13/2020","$0"
"170499","50196770","03/31/2004","$177,000"
"170500","50196770","02/21/1979","$46,925"
"170501","50196770","08/16/1977","$0"
"170502","50196780","09/14/2024","$0"
"170503","50196780","09/11/1978","$62,830"
"170504","50196780","08/16/1977","$0"
"170505","50196790","02/28/2022","$0"
"170506","50196790","09/20/2021","$16,000"
"170507","50196790","11/08/2001","$0"
"170508","50196790","03/21/1997","$0"
"170509","50196790","06/17/1992","$91,000"
"170510","50196800","02/22/2023","$399,900"
"170511","50196800","01/20/2022","$256,000"
"170512","50196800","07/15/2019","$0"
"170513","50196800","10/23/1996","$92,000"
"170514","50196800","07/28/1994","$95,500"
"170515","50196800","11/17/1977","$58,765"
"170516","50196810","07/30/2018","$17,000"
"170517","50196810","05/16/2018","$0"
"170518","50196810","02/13/2003","$0"
"170519","50196810","06/05/2000","$94,500"
"170520","50196810","05/04/1999","$0"
"170521","50196810","01/03/1980","$72,000"
"170522","50196820","09/28/1998","$107,000"
"170523","50196820","07/13/1998","$0"
"170524","50196820","10/27/1989","$121,500"
"170525","50196830","08/02/2024","$0"
"170526","50196830","08/06/2020","$338,000"
"170527","50196830","10/30/2014","$266,500"
"170528","50196830","07/12/2004","$275,500"
"170529","50196830","07/23/1986","$97,830"
"170530","50196830","04/11/1980","$98,500"
"170531","50196840","05/09/2019","$0"
"170532","50196840","08/03/2016","$250,000"
"170533","50196840","08/02/2016","$15,000"
"170534","50196840","01/26/2012","$0"
"170535","50196840","09/30/1999","$115,000"
"170536","50196840","04/19/1991","$130,000"
"170537","50196840","02/14/1985","$98,000"
"170538","50196850","05/13/2022","$289,000"
"170539","50196850","07/01/2020","$276,000"
"170540","50196850","10/17/1988","$97,900"
"170541","50196850","08/16/1977","$0"
"170542","50196850","08/15/1977","$56,610"
"170543","50196860","06/30/2006","$0"
"170544","50196860","03/19/1999","$145,000"
"170545","50196860","08/26/1998","$140,000"
"170546","50196860","06/30/1986","$130,000"
"170547","50196870","06/22/2016","$370,000"
"170548","50196870","07/08/2013","$344,900"
"170549","50196870","04/08/2008","$0"
"170550","50196870","08/12/2004","$369,000"
"170551","50196870","04/16/2001","$175,000"
"170552","50196870","07/31/1997","$138,000"
"170553","50196880","05/16/2017","$240,500"
"170554","50196880","09/15/2016","$192,700"
"170555","50196880","07/27/2016","$192,700"
"170556","50196880","11/12/2010","$228,000"
"170557","50196880","08/30/1995","$0"
"170558","50196880","08/30/1995","$133,000"
"170559","50196880","05/18/1978","$68,285"
"170560","50196890","02/28/2011","$0"
"170561","50196890","02/28/2011","$170,000"
"170562","50196890","11/24/2010","$133,000"
"170563","50196890","10/28/2004","$249,000"
"170564","50196890","11/10/2003","$165,000"
"170565","50196890","06/16/2000","$84,000"
"170566","50196900","08/24/2004","$160,000"
"170567","50196900","08/24/2004","$0"
"170568","50196900","05/22/1995","$0"
"170569","50196910","04/22/2022","$329,500"
"170570","50196910","09/24/2021","$0"
"170571","50196910","10/11/2013","$0"
"170572","50196910","10/04/2012","$0"
"170573","50196910","12/10/2004","$271,000"
"170574","50196910","03/24/1994","$0"
"170575","50196910","02/28/1992","$106,000"
"170576","50196920","08/23/2022","$246,500"
"170577","50196920","04/02/2019","$215,000"
"170578","50196920","11/05/2018","$110,000"
"170579","50196920","05/25/2006","$0"
"170580","50196920","11/18/1994","$0"
"170581","50196920","08/01/1988","$0"
"170582","50196920","07/26/1978","$49,310"
"170583","50196930","01/06/2016","$0"
"170584","50196930","08/10/1981","$92,900"
"170585","50196930","08/16/1977","$0"
"170586","50196940","02/18/2009","$186,200"
"170587","50196940","11/13/2008","$207,000"
"170588","50196940","07/16/2004","$295,000"
"170589","50196940","10/29/2003","$165,000"
"170590","50196940","04/07/2003","$0"
"170591","50196950","04/07/2022","$0"
"170592","50196950","04/13/2021","$333,000"
"170593","50196950","06/10/2011","$200,000"
"170594","50196950","02/02/2010","$0"
"170595","50196950","05/08/1978","$70,800"
"170596","50196950","08/16/1977","$0"
"170597","50196960","02/10/2025","$450,000"
"170598","50196960","04/17/2019","$0"
"170599","50196960","01/18/2019","$15,000"
"170600","50196960","04/23/2018","$15,100"
"170601","50196960","02/28/2018","$268,000"
"170602","50196960","07/12/2016","$245,000"
"170603","50196960","08/31/1999","$118,000"
