"","num","A_Sales_Year","A_Sales_Value"
"42751","50342440","08/17/2012","$0"
"42752","50342440","03/26/1999","$47,000"
"42753","50342440","05/13/1991","$0"
"42754","50342440","11/01/1983","$53,070"
"42755","50342450","09/04/2020","$185,000"
"42756","50342450","06/16/2009","$0"
"42757","50342450","04/11/2009","$0"
"42758","50342450","06/28/1983","$53,290"
"42759","50342450","08/23/1982","$0"
"42760","50342460","06/19/2020","$0"
"42761","50342460","05/27/2020","$196,081"
"42762","50342460","12/19/2019","$185,000"
"42763","50342460","09/05/2011","$132,500"
"42764","50342460","04/27/2005","$253,000"
"42765","50342460","06/28/1983","$61,990"
"42766","50342460","09/21/1982","$0"
"42767","50342470","08/30/2018","$190,000"
"42768","50342470","07/23/2013","$180,000"
"42769","50342470","08/28/2006","$257,000"
"42770","50342470","04/29/2005","$0"
"42771","50342470","09/24/1982","$53,490"
"42772","50342470","08/23/1982","$0"
"42773","50342480","07/28/2014","$146,000"
"42774","50342480","06/21/2010","$125,000"
"42775","50342480","01/17/2003","$100,950"
"42776","50342480","09/22/1982","$45,790"
"42777","50342480","08/23/1982","$0"
"42778","50342485","08/01/2023","$190,000"
"42779","50342485","10/26/2007","$180,000"
"42780","50342485","03/25/2004","$146,180"
"42781","50342485","07/19/2000","$50,000"
"42782","50342485","04/21/1988","$65,900"
"42783","50342490","04/28/2006","$259,900"
"42784","50342490","01/15/2002","$91,500"
"42785","50342490","05/25/1989","$91,500"
"42786","50342490","09/23/1982","$61,540"
"42787","50342495","12/12/2005","$0"
"42788","50342495","07/27/2001","$89,900"
"42789","50342495","10/29/1990","$0"
"42790","50342500","01/31/2024","$180,000"
"42791","50342500","01/07/2019","$0"
"42792","50342500","11/05/2014","$142,500"
"42793","50342500","03/20/2009","$118,500"
"42794","50342500","07/25/2008","$136,500"
"42795","50342500","01/12/2006","$250,000"
"42796","50342500","03/18/1999","$0"
"42797","50342500","07/30/1997","$64,000"
"42798","50342500","02/26/1991","$75,000"
"42799","50342505","01/03/2025","$194,000"
"42800","50342505","08/18/1983","$55,350"
"42801","50342505","09/21/1982","$0"
"42802","50342510","03/29/2018","$158,000"
"42803","50342510","06/27/2005","$221,000"
"42804","50342510","05/14/2003","$95,900"
"42805","50342510","03/17/1998","$48,000"
"42806","50342515","04/25/2005","$223,000"
"42807","50342515","03/10/2005","$180,000"
"42808","50342515","12/04/2003","$125,000"
"42809","50342520","01/14/2021","$207,000"
"42810","50342520","09/22/2015","$160,000"
"42811","50342520","04/06/2004","$165,000"
"42812","50342520","08/31/2001","$74,000"
"42813","50342520","06/25/1999","$0"
"42814","50342525","02/24/2021","$180,000"
"42815","50342525","04/08/2011","$0"
"42816","50342525","04/08/2011","$0"
"42817","50342525","01/26/2011","$95,000"
"42818","50342525","04/28/2005","$195,000"
"42819","50342525","10/16/2003","$126,000"
"42820","50342525","09/03/2002","$79,998"
"42821","50342530","03/20/2025","$220,192"
"42822","50342530","06/15/2020","$0"
"42823","50342530","06/12/2020","$171,500"
"42824","50342530","10/30/2019","$159,000"
"42825","50342530","08/11/2011","$95,000"
"42826","50342530","07/28/1986","$61,000"
"42827","50342530","07/25/1983","$53,490"
"42828","50342530","09/21/1982","$0"
"42829","50342535","05/27/2015","$141,000"
"42830","50342535","11/12/2004","$155,000"
"42831","50342535","03/06/1992","$73,900"
"42832","50342535","09/29/1982","$53,490"
"42833","50342540","04/17/2023","$210,000"
"42834","50342540","06/13/2014","$159,000"
"42835","50342540","03/14/2013","$0"
"42836","50342540","12/31/2008","$130,000"
"42837","50342540","05/19/2008","$161,500"
"42838","50342540","10/25/2006","$260,000"
"42839","50342540","01/03/2006","$249,000"
"42840","50342540","09/29/2004","$0"
"42841","50342540","04/28/1998","$44,500"
"42842","50342540","06/12/1997","$57,750"
"42843","50342545","11/18/2011","$104,000"
"42844","50342545","06/10/1994","$65,400"
"42845","50342545","11/30/1989","$72,000"
"42846","50342545","08/03/1983","$55,790"
"42847","50342550","12/01/1992","$69,600"
"42848","50342550","12/21/1987","$62,000"
"42849","50342550","05/29/1986","$59,490"
"42850","38076000","12/07/1990","$0"
"42851","38076000","08/23/1982","$0"
"42852","38076000","02/08/1982","$8,500,000"
"42853","50342560","02/26/2020","$47,200"
"42854","50342560","02/22/1983","$62,990"
"42855","50342560","09/21/1982","$0"
"42856","50342565","06/14/2017","$0"
"42857","50342565","10/30/1989","$95,000"
"42858","50342565","08/26/1987","$72,500"
"42859","50342565","09/30/1982","$60,290"
"42860","50342570","06/16/2005","$180,000"
"42861","50342570","09/15/2000","$50,000"
"42862","50342570","10/26/1983","$54,790"
"42863","50342575","11/20/2024","$230,000"
"42864","50342575","02/28/2005","$210,000"
"42865","50342575","12/07/2001","$94,900"
"42866","50342575","03/24/1989","$82,000"
"42867","50342580","06/03/2021","$226,000"
"42868","50342580","05/18/2018","$200,000"
"42869","50342580","10/05/2005","$275,000"
"42870","50342580","09/25/2003","$0"
"42871","50342580","01/28/2002","$98,650"
"42872","50342585","03/16/2018","$0"
"42873","50342585","03/08/2018","$144,200"
"42874","50342585","03/02/2016","$0"
"42875","50342585","06/03/2002","$75,000"
"42876","50342585","08/17/1990","$71,000"
"42877","50342585","09/24/1982","$55,020"
"42878","50342590","12/08/2020","$161,000"
"42879","50342590","04/08/2011","$0"
"42880","50342590","04/08/2011","$0"
"42881","50342590","10/28/2010","$95,000"
"42882","50342590","03/30/2004","$154,000"
"42883","50342590","06/10/1993","$0"
"42884","50342590","08/29/1983","$54,040"
"42885","50342595","11/10/2022","$0"
"42886","50342595","05/06/2022","$230,000"
"42887","50342595","05/22/1990","$95,500"
"42888","50342595","12/01/1983","$72,000"
"42889","50342595","01/01/1942","$65,150"
"42890","50342600","03/13/2018","$199,999"
"42891","50342600","10/26/2009","$150,000"
"42892","50342600","07/19/2009","$0"
"42893","50342600","11/05/2001","$95,000"
"42894","50342600","10/28/1987","$75,000"
"42895","50342600","09/30/1982","$56,990"
"42896","50342610","11/13/2018","$165,000"
"42897","50342610","05/18/2009","$98,000"
"42898","50342610","05/18/2009","$152,174"
"42899","50342610","09/13/2008","$91,000"
"42900","50342610","08/11/2005","$225,000"
"42901","50342610","06/04/2002","$73,000"
"42902","50342610","08/24/1989","$69,900"
"42903","50342620","08/18/2023","$200,000"
"42904","50342620","11/02/2003","$0"
"42905","50342620","03/07/1986","$59,000"
"42906","50342620","11/08/1985","$58,470"
"42907","36456050","12/20/2021","$2,800,000"
"42908","36456050","04/16/2002","$1,402,478"
"42909","36456050","01/15/2002","$1,169,359"
"42910","36456050","01/01/1942","$0"
"42911","50616300","07/16/2021","$117,000,000"
"42912","50616300","07/13/2021","$0"
"42913","50616300","02/15/2018","$0"
"42914","50616300","02/15/2018","$100,000,000"
"42915","50616300","12/16/1996","$27,000,000"
"42916","50616300","05/12/1994","$27,807,500"
"42917","50616300","12/18/1990","$0"
"42918","38160050","04/28/2021","$0"
"42919","38160050","06/17/2009","$10,831,000"
"42920","38160050","09/26/2001","$7,300,000"
"42921","38160050","05/11/1998","$6,000,000"
"42922","38160050","10/17/1991","$3,870,000"
"42923","38184050","11/14/2007","$0"
"42924","38184050","09/20/2005","$0"
"42925","38184050","03/04/2005","$0"
"42926","38184050","01/01/1942","$0"
"42927","36520050","05/28/2006","$0"
"42928","36520050","05/04/1995","$417,500"
"42929","36520050","02/03/1988","$400,000"
"42930","36520050","10/01/1985","$280,000"
"42931","38224000","05/26/2010","$0"
"42932","38224000","04/30/1985","$5,631,000"
"42933","38224000","12/01/1967","$1,275,140"
"42934","36920050","11/04/2019","$4,650,000"
"42935","36920050","10/31/2019","$0"
"42936","36920050","09/16/2015","$0"
"42937","36920050","09/11/2015","$3,000,000"
"42938","36920050","11/15/1965","$0"
"42939","36920100","06/16/2020","$0"
"42940","36920100","08/31/2018","$1,550,000"
"42941","36920100","09/18/1992","$315,000"
"42942","36920100","06/20/1981","$0"
"42943","38240000","12/13/2005","$0"
"42944","38240000","10/20/1982","$585,000"
"42945","38240000","01/01/1942","$0"
"42946","60048690","09/29/2023","$0"
"42947","60048680","09/29/2023","$0"
"42948","60048700","09/29/2023","$0"
"42949","60048710","07/08/2024","$0"
"42950","37072100","03/26/2003","$2,600,000"
"42951","37072100","09/14/1983","$0"
"42952","37072100","01/08/1983","$0"
"42953","60040650","11/01/2024","$0"
"42954","60040650","01/16/2024","$0"
"42955","60040650","01/16/2024","$0"
"42956","60040650","10/10/2023","$0"
"42957","60040650","03/13/2023","$0"
"42958","60040650","01/21/2022","$0"
"42959","60040650","11/17/2021","$0"
"42960","50449400","02/02/2017","$0"
"42961","50449400","02/02/2017","$0"
"42962","50449400","02/02/2017","$12,020,000"
"42963","50449400","07/13/2015","$11,000,000"
"42964","50449400","12/06/2013","$0"
"42965","50449400","12/06/2013","$0"
"42966","50449400","04/04/2007","$0"
"42967","50449400","04/04/2007","$13,667,300"
"42968","50449400","02/02/1998","$0"
"42969","50449400","02/22/1984","$0"
"42970","60019080","03/22/2024","$1,094,987"
"42971","60019080","11/10/2014","$0"
"42972","60019080","10/03/2013","$746,000"
"42973","60019080","01/18/2010","$782,421"
"42974","60019080","12/08/2009","$0"
"42975","60019080","12/08/2009","$0"
"42976","60019070","09/24/2014","$795,000"
"42977","60019070","08/16/2013","$0"
"42978","60019070","08/03/2010","$732,490"
"42979","60019070","12/08/2009","$0"
"42980","60019070","12/08/2009","$0"
"42981","60019060","08/09/2022","$995,000"
"42982","60019060","02/16/2018","$815,000"
"42983","60019060","01/21/2010","$788,427"
"42984","60019060","12/08/2009","$0"
"42985","60019060","12/08/2009","$0"
"42986","60019050","01/15/2010","$850,000"
"42987","60019050","12/08/2009","$0"
"42988","60019050","12/08/2009","$0"
"42989","50686210","05/16/2006","$0"
"42990","50686210","12/19/2001","$87,477,715"
"42991","50686210","12/19/2001","$0"
"42992","50686200","05/16/2006","$0"
"42993","50686200","12/19/2001","$87,477,715"
"42994","50686200","12/19/2001","$0"
"42995","50636370","11/13/2015","$0"
"42996","50636370","05/24/2007","$0"
"42997","50636370","05/24/2007","$0"
"42998","50636370","10/04/1994","$0"
"42999","50686270","05/16/2006","$0"
"43000","50686270","12/19/2001","$87,477,715"
"43001","50686270","12/19/2001","$0"
"43002","50686240","05/16/2006","$0"
"43003","50686240","12/19/2001","$87,477,715"
"43004","50686240","12/19/2001","$0"
"43005","50686260","12/19/2001","$0"
"43006","50686250","12/19/2001","$0"
"43007","50636360","11/13/2015","$0"
"43008","50636360","05/24/2007","$0"
"43009","50636360","05/24/2007","$0"
"43010","50636360","10/04/1994","$0"
"43011","50686300","05/16/2006","$0"
"43012","50686300","12/19/2001","$87,477,715"
"43013","50686300","12/19/2001","$0"
"43014","13372000","05/25/2018","$0"
"43015","13372000","12/15/2011","$490,000"
"43016","13372000","02/28/2005","$380,000"
"43017","13372000","06/01/1967","$13,000"
"43018","13371500","12/05/2016","$0"
"43019","13371500","04/17/1996","$137,000"
"43020","13371500","01/14/1994","$122,000"
"43021","13371500","09/22/1989","$110,000"
"43022","13380500","12/30/2015","$450,000"
"43023","13380500","03/01/1993","$20,000"
"43024","13380500","11/20/1992","$0"
"43025","13380500","01/01/1942","$0"
"43026","60046600","05/07/2024","$0"
"43027","60046600","03/17/2023","$1,430,000"
"43028","60046610","03/14/2023","$1,375,000"
"43029","60046620","01/31/2025","$1,600,000"
"43030","60046620","03/21/2023","$1,400,000"
"43031","13349500","07/01/2015","$625,000"
"43032","13349500","06/02/2011","$524,900"
"43033","13349500","06/30/2009","$410,000"
"43034","13349500","10/15/2001","$243,000"
"43035","13349500","05/26/2000","$183,000"
"43036","13349500","03/10/1994","$120,000"
"43037","60046630","04/01/2024","$1,631,500"
"43038","60046630","02/17/2023","$1,459,995"
"43039","13349000","05/13/2021","$925,000"
"43040","13349000","07/09/2004","$480,000"
"43041","13349000","06/22/2004","$338,864"
"43042","13349000","06/22/2004","$0"
"43043","13349000","07/17/1998","$29,300"
"43044","13349000","10/02/1997","$0"
"43045","13390000","05/11/2001","$182,000"
"43046","13390000","01/01/1942","$0"
"43047","13348500","12/10/2024","$905,000"
"43048","13348500","07/01/2015","$517,000"
"43049","13348500","06/21/2004","$369,900"
"43050","13348500","05/24/1996","$160,900"
"43051","13348500","01/04/1996","$93,500"
"43052","13390500","09/12/2017","$1,095,000"
"43053","13390500","07/03/2014","$0"
"43054","13390500","03/13/2012","$955,000"
"43055","13390500","08/02/2005","$944,775"
"43056","13390500","10/15/2004","$451,000"
"43057","13390500","11/28/2003","$0"
"43058","13348000","03/25/2016","$900,000"
"43059","13348000","09/28/2012","$725,000"
"43060","13348000","02/07/2012","$468,000"
"43061","13348000","07/18/2007","$0"
"43062","13348000","07/13/1994","$0"
"43063","13348000","06/21/1978","$35,000"
"43064","13348000","01/21/1974","$28,700"
"43065","13391000","08/09/2024","$910,000"
"43066","13391000","03/25/2003","$0"
"43067","13391000","11/23/2002","$307,000"
"43068","13391000","03/26/2002","$0"
"43069","50322420","09/26/2024","$3,800,000"
"43070","50322420","04/14/2001","$0"
"43071","50322420","06/02/1981","$0"
"43072","50322410","01/10/2025","$1,050,000"
"43073","50322410","09/26/2024","$3,800,000"
"43074","50322410","04/14/2001","$0"
"43075","50322410","06/02/1981","$0"
"43076","13391500","12/23/1993","$0"
"43077","13391500","12/26/1978","$40,000"
"43078","13391500","12/28/1972","$28,700"
"43079","50322400","09/26/2024","$3,800,000"
"43080","50322400","04/14/2001","$0"
"43081","50322400","06/02/1981","$0"
"43082","50621680","06/23/2008","$325,000"
"43083","50621680","03/11/1991","$122,000"
"43084","50621680","02/05/1991","$0"
"43085","50621680","02/05/1991","$0"
"43086","50621690","07/29/2016","$354,900"
"43087","50621690","03/04/2005","$345,000"
"43088","50621690","09/15/1992","$99,900"
"43089","50621690","02/05/1991","$0"
"43090","13346500","04/20/2022","$900,000"
"43091","13346500","07/10/2021","$0"
"43092","13346500","05/04/1995","$0"
"43093","13346500","06/01/1970","$19,300"
"43094","50621700","08/23/2017","$340,000"
"43095","50621700","08/29/1991","$0"
"43096","50621700","08/29/1991","$108,400"
"43097","50621700","02/05/1991","$0"
"43098","50621710","12/18/2017","$0"
"43099","50621710","09/26/2014","$0"
"43100","50621710","08/15/2000","$0"
"43101","50621710","07/27/1995","$96,500"
"43102","50621710","08/28/1991","$116,925"
"43103","50621720","02/28/2003","$79,900"
"43104","50621720","08/16/1993","$59,900"
"43105","50621720","12/31/1991","$0"
"43106","50621730","01/26/2024","$272,000"
"43107","50621730","08/12/2013","$196,000"
"43108","50621730","03/05/2004","$153,750"
"43109","50621730","08/30/1993","$59,900"
"43110","50621730","12/31/1991","$0"
"43111","50621740","08/31/2006","$242,000"
"43112","50621740","07/29/2004","$195,000"
"43113","50621740","03/25/2003","$88,250"
"43114","50621740","02/28/1992","$69,900"
"43115","50621750","09/19/2002","$80,000"
"43116","50621750","07/29/1992","$59,900"
"43117","50621750","12/31/1991","$0"
"43118","50621760","02/20/2014","$194,900"
"43119","50621760","11/29/2004","$193,500"
"43120","50621760","10/09/2000","$57,500"
"43121","50621760","03/26/1992","$59,900"
"43122","50621770","09/14/2018","$0"
"43123","50621770","03/07/2006","$232,500"
"43124","50621770","11/22/2004","$195,000"
"43125","50621770","05/29/2003","$102,500"
"43126","50621770","07/27/2000","$49,900"
"43127","50621780","12/12/2016","$218,500"
"43128","50621780","05/18/2009","$220,000"
"43129","50621780","08/10/2004","$194,000"
"43130","50621780","08/04/1992","$69,900"
"43131","50621780","12/31/1991","$0"
"43132","50621790","10/18/2013","$196,500"
"43133","50621790","02/24/2006","$227,000"
"43134","50621790","09/15/2003","$131,350"
"43135","50621790","10/03/2000","$62,000"
"43136","50621790","03/30/1992","$60,900"
"43137","50621800","04/15/1992","$59,900"
"43138","50621800","12/31/1991","$0"
"43139","50621810","06/14/2016","$206,000"
"43140","50621810","03/10/2004","$140,000"
"43141","50621810","09/30/2002","$63,900"
"43142","50621810","04/24/1992","$59,900"
"43143","50621820","11/17/2020","$299,000"
"43144","50621820","07/19/2017","$230,000"
"43145","50621820","01/15/2006","$244,900"
"43146","50621820","08/17/1992","$69,900"
"43147","50621820","12/31/1991","$0"
"43148","50621830","12/23/2020","$230,000"
"43149","50621830","06/23/2006","$205,000"
"43150","50621830","09/08/2000","$47,100"
"43151","50621830","12/05/1997","$60,252"
"43152","50621830","06/15/1992","$59,900"
"43153","50622260","05/09/2018","$210,000"
"43154","50622260","04/07/2008","$200,000"
"43155","50622260","07/26/2004","$177,000"
"43156","50622260","04/28/1992","$59,500"
"43157","50622260","12/31/1991","$0"
"43158","50621840","03/19/2021","$227,500"
"43159","50621840","11/28/2001","$69,000"
"43160","50621840","11/29/2000","$63,000"
"43161","50621840","01/17/1992","$59,900"
"43162","50622270","06/30/2003","$117,000"
"43163","50622270","01/07/1992","$1,055,550"
"43164","50622270","12/31/1991","$0"
"43165","50621850","02/06/2025","$275,000"
"43166","50621850","10/13/2023","$0"
"43167","50621850","02/24/2021","$230,000"
"43168","50621850","09/13/2004","$193,500"
"43169","50621850","09/12/2002","$71,000"
"43170","50621850","07/29/1992","$59,900"
"43171","50626180","10/15/2003","$130,000"
"43172","50626180","05/30/2000","$52,613"
"43173","50626180","04/23/1993","$59,900"
"43174","50626190","04/23/2020","$0"
"43175","50626190","09/30/2014","$194,000"
"43176","50626190","11/03/2003","$136,000"
"43177","50626190","07/18/2003","$100,000"
"43178","50626190","05/28/1993","$59,900"
"43179","50626200","03/31/2021","$0"
"43180","50626200","09/17/1993","$71,000"
"43181","50626200","08/21/1992","$0"
"43182","50626210","01/15/2003","$83,000"
"43183","50626210","06/25/1993","$59,900"
"43184","50626210","08/21/1992","$0"
"43185","50626220","09/24/2021","$217,000"
"43186","50626220","09/30/2008","$203,000"
"43187","50626220","08/14/2003","$117,000"
"43188","50626220","06/25/2003","$92,000"
"43189","50626220","04/02/1993","$60,900"
"43190","50626230","03/02/2018","$225,000"
"43191","50626230","02/15/2006","$230,000"
"43192","50626230","04/26/2000","$46,000"
"43193","50626230","07/15/1999","$60,747"
"43194","50626230","03/05/1993","$60,400"
"43195","50626240","02/11/2022","$290,000"
"43196","50626240","05/21/2010","$199,500"
"43197","50626240","10/21/2009","$251,276"
"43198","50626240","06/22/2007","$222,000"
"43199","50626240","03/02/2005","$0"
"43200","50626240","06/14/2000","$53,000"
"43201","50626240","04/02/1999","$87,446"
"43202","50626250","09/08/2016","$200,000"
"43203","50626250","02/17/2006","$230,000"
"43204","50626250","10/08/2004","$187,000"
"43205","50626250","08/29/2003","$114,000"
"43206","50626250","06/18/1993","$60,900"
"43207","50626260","08/26/2013","$0"
"43208","50626260","10/23/1992","$59,900"
"43209","50626260","08/21/1992","$0"
"43210","50626270","09/28/1993","$59,900"
"43211","50626270","08/21/1992","$0"
"43212","50626280","09/05/2020","$299,000"
"43213","50626280","03/28/2018","$230,000"
"43214","50626280","01/31/2011","$190,000"
"43215","50626280","01/25/2011","$262,596"
"43216","50626280","06/22/2010","$0"
"43217","50626280","08/01/2005","$270,000"
"43218","50626280","06/14/2004","$195,250"
"43219","50626280","12/15/1993","$69,000"
"43220","50626290","06/11/1993","$59,900"
"43221","50626290","08/21/1992","$0"
"43222","50626300","12/05/2023","$0"
"43223","50626300","09/23/2010","$187,000"
"43224","50626300","05/20/2010","$165,341"
"43225","50626300","08/24/2005","$193,000"
"43226","50626300","05/08/2000","$51,000"
"43227","50626300","01/01/1994","$0"
"43228","50626310","09/25/2022","$0"
"43229","50626310","10/27/1992","$60,900"
"43230","50626310","08/21/1992","$0"
"43231","50626320","08/29/2011","$184,500"
"43232","50626320","10/29/1992","$70,400"
"43233","50626320","08/21/1992","$0"
"43234","50626330","05/16/2023","$300,000"
"43235","50626330","10/16/2020","$247,000"
"43236","50626330","10/11/2017","$205,000"
"43237","50626330","04/15/2003","$0"
"43238","50626330","06/22/1999","$58,000"
"43239","50626330","06/15/1993","$60,900"
"43240","50626340","07/28/2000","$109,000"
"43241","50626340","01/05/1996","$0"
"43242","50626340","07/25/1994","$0"
"43243","50626350","04/11/2025","$0"
"43244","50626350","01/08/1994","$94,900"
"43245","50626350","08/21/1992","$0"
"43246","50626360","01/21/1994","$93,900"
"43247","50626360","08/21/1992","$0"
"43248","50626370","07/21/2022","$424,000"
"43249","50626370","03/27/2009","$345,000"
"43250","50626370","06/15/2005","$322,500"
"43251","50626370","07/15/2003","$220,000"
"43252","50626370","07/09/2001","$136,600"
"43253","13375000","12/07/2023","$899,900"
"43254","13375000","11/18/2021","$626,700"
"43255","13375000","08/14/1981","$92,500"
"43256","13375000","09/01/1967","$13,100"
"43257","13374500","03/05/2007","$439,900"
"43258","13374500","12/28/2001","$221,900"
"43259","13374500","09/28/2001","$113,000"
"43260","13374500","01/01/1942","$0"
"43261","13381000","10/28/2016","$650,000"
"43262","13381000","10/28/2013","$559,900"
"43263","13381000","02/08/2013","$0"
"43264","13381000","06/15/2007","$512,306"
"43265","13381000","07/01/2004","$439,000"
"43266","13381000","08/18/1999","$103,000"
"43267","13381000","05/06/1988","$86,900"
"43268","13381500","12/29/2017","$589,000"
"43269","13381500","06/18/2012","$430,000"
"43270","13381500","09/30/1982","$74,000"
"43271","13381500","12/01/1976","$32,000"
"43272","13381500","10/01/1976","$0"
"43273","13382000","07/12/2023","$700,000"
"43274","13382000","07/15/1970","$20,000"
"43275","13382500","02/26/2016","$579,900"
"43276","13382500","05/25/2012","$500,000"
"43277","13382500","12/16/2008","$0"
"43278","13382500","03/18/2005","$490,000"
"43279","13382500","07/28/1999","$154,000"
"43280","13382500","11/26/1996","$135,000"
"43281","13383000","05/10/2019","$625,000"
"43282","13383000","05/15/2015","$586,750"
"43283","13383000","12/16/2014","$360,000"
"43284","13383000","03/23/1956","$0"
"43285","13383500","12/28/1995","$148,500"
"43286","13383500","08/29/1991","$150,000"
"43287","13383500","09/19/1986","$69,500"
"43288","13384000","12/05/2016","$717,500"
"43289","13384000","04/19/2001","$180,000"
"43290","13384000","10/20/1988","$92,500"
"43291","13384000","08/21/1985","$0"
"43292","13555500","01/22/2016","$539,000"
"43293","13555500","09/27/2005","$400,500"
"43294","13555500","03/14/1996","$100,000"
"43295","13555500","06/01/1971","$18,500"
"43296","13555000","01/07/2020","$720,000"
"43297","13555000","06/25/2014","$499,000"
"43298","13555000","12/27/2007","$250,000"
"43299","13555000","08/01/1971","$11,500"
"43300","13554500","11/19/1999","$205,965"
"43301","13554500","08/22/1997","$0"
"43302","13554500","11/12/1992","$124,000"
"43303","13554000","02/14/2023","$750,000"
"43304","13554000","08/11/2021","$0"
"43305","13554000","07/30/2021","$530,000"
"43306","13554000","03/16/1990","$0"
"43307","13554000","04/09/1984","$58,000"
"43308","13554000","04/15/1983","$49,000"
"43309","13553500","02/14/2024","$0"
"43310","13553500","07/24/2020","$0"
"43311","13553500","04/18/2016","$560,000"
"43312","13553500","03/10/2014","$450,000"
"43313","13553500","08/20/2011","$0"
"43314","13553500","02/09/2011","$0"
"43315","13553500","06/05/1997","$0"
"43316","13553500","06/17/1986","$69,000"
"43317","13553500","11/21/1979","$60,000"
"43318","13553000","02/28/2018","$525,000"
"43319","13553000","08/23/2006","$0"
"43320","13553000","06/13/1985","$57,950"
"43321","13553000","06/14/1974","$24,500"
"43322","13552500","02/14/2018","$0"
"43323","13552500","03/10/2017","$0"
"43324","13552500","04/17/2009","$402,000"
"43325","13552500","09/30/1993","$117,000"
"43326","13552500","04/23/1993","$75,000"
"43327","13552500","07/26/1978","$0"
"43328","13552000","02/14/2018","$0"
"43329","13552000","06/09/2017","$735,000"
"43330","13552000","03/10/2017","$0"
"43331","13552000","09/15/2015","$430,000"
"43332","13552000","05/21/2007","$0"
"43333","13552000","09/21/1999","$0"
"43334","13552000","05/01/1994","$0"
"43335","13552000","02/02/1979","$35,500"
"43336","13551500","04/07/2006","$0"
"43337","13551500","04/29/1991","$85,777"
"43338","13551500","03/14/1990","$91,906"
"43339","13551500","09/13/1985","$64,900"
"43340","13551000","08/26/2024","$0"
"43341","13551000","02/24/1995","$120,000"
"43342","13551000","05/25/1993","$0"
"43343","13551000","11/10/1989","$105,000"
"43344","13550500","02/28/2007","$386,000"
"43345","13550500","01/15/1986","$57,000"
"43346","13550500","02/09/1979","$35,000"
"43347","13550500","06/28/1977","$12,200"
"43348","13550000","12/23/2019","$0"
"43349","13550000","08/04/1994","$100,200"
"43350","13550000","06/30/1978","$32,500"
"43351","13550000","01/29/1975","$25,000"
"43352","13556000","11/25/1986","$75,000"
"43353","13556000","10/10/1980","$62,000"
"43354","13556000","09/29/1977","$42,000"
"43355","13549500","08/22/1972","$0"
"43356","13556500","05/26/2021","$735,000"
"43357","13556500","05/16/2016","$530,000"
"43358","13556500","05/19/2011","$0"
"43359","13556500","05/19/2011","$393,000"
"43360","13556500","04/03/1989","$100,000"
"43361","13556500","01/01/1942","$0"
"43362","13549000","06/14/2022","$699,900"
"43363","13549000","07/28/2017","$556,000"
"43364","13549000","09/25/2012","$439,000"
"43365","13549000","02/19/2011","$417,000"
"43366","13549000","07/30/1998","$101,500"
"43367","13549000","12/05/1997","$98,416"
"43368","13549000","12/13/1990","$123,350"
"43369","13557000","05/09/1975","$27,000"
"43370","13557000","01/01/1942","$0"
"43371","13548500","11/27/2023","$706,000"
"43372","13548500","07/30/2021","$543,930"
"43373","13548500","01/31/1973","$17,250"
"43374","13548500","08/25/1972","$7,500"
"43375","13548500","03/01/1969","$15,800"
"43376","13557500","09/06/2021","$0"
"43377","13557500","04/04/2003","$0"
"43378","13557500","11/17/1978","$0"
"43379","13557500","05/17/1972","$17,400"
"43380","13548000","12/14/2020","$125,000"
"43381","13548000","11/05/2014","$0"
"43382","13548000","08/28/2009","$406,000"
"43383","13548000","03/15/2006","$380,000"
"43384","13548000","08/27/2003","$253,900"
"43385","13548000","08/28/2001","$176,000"
"43386","13548000","11/03/1988","$88,500"
"43387","13558000","02/22/2024","$750,000"
"43388","13558000","07/27/2018","$610,000"
"43389","13558000","06/09/2014","$475,000"
"43390","13558000","02/16/2006","$369,900"
"43391","13558000","05/24/1985","$58,000"
"43392","13558000","06/01/1978","$37,500"
"43393","13558000","05/07/1976","$32,500"
"43394","13547500","12/13/1999","$0"
"43395","13547500","12/13/1999","$0"
"43396","13547500","06/08/1987","$82,000"
"43397","13558500","05/30/2007","$389,000"
"43398","13558500","11/03/1998","$104,900"
"43399","13558500","03/18/1993","$0"
"43400","13558500","07/10/1979","$37,500"
"43401","13547000","10/01/2018","$560,400"
"43402","13547000","06/20/2002","$240,000"
"43403","13547000","11/26/1991","$0"
"43404","13547000","12/20/1988","$111,000"
"43405","13546500","04/09/2025","$0"
"43406","13546500","12/05/2023","$0"
"43407","13546500","03/23/2009","$0"
"43408","13546500","02/05/2003","$0"
"43409","13546500","09/28/1993","$105,000"
"43410","13546500","09/21/1992","$0"
"43411","13546500","01/01/1942","$0"
"43412","13546000","06/15/2005","$395,000"
"43413","13546000","08/31/2000","$117,900"
"43414","13546000","04/05/1994","$80,000"
"43415","13545500","11/26/2012","$0"
"43416","13545500","06/05/2003","$225,000"
"43417","13545500","04/10/1981","$22,500"
"43418","13545500","09/20/1976","$30,000"
"43419","13545000","08/06/2020","$680,000"
"43420","13545000","11/30/2015","$535,000"
"43421","13545000","04/16/2014","$505,000"
"43422","13545000","09/30/2013","$410,000"
"43423","13545000","02/05/2003","$0"
"43424","13545000","06/20/1994","$85,000"
"43425","13545000","03/23/1992","$0"
"43426","13545000","01/01/1942","$0"
"43427","13544500","03/30/2017","$596,000"
"43428","13544500","04/25/2014","$437,000"
"43429","13544500","11/01/2012","$0"
"43430","13544500","08/14/2009","$300,000"
"43431","13544500","08/31/1983","$56,000"
"43432","13544500","07/01/1969","$14,700"
