num,sale_year,sale_price
37630685,7/25/1985,"$59,500 "
37630692,9/28/2021,$0 
37630692,5/27/2016,"$209,000 "
37630692,11/3/2008,"$210,000 "
37630692,4/27/1984,"$64,000 "
37630692,7/3/1979,"$39,500 "
37630692,4/30/1975,"$34,300 "
37630693,8/21/2003,"$100,000 "
37630693,11/5/1991,"$75,000 "
37630693,2/24/1980,"$47,000 "
37630694,11/14/2018,$0 
37630694,10/20/2014,$0 
37630694,3/24/2011,$0 
37630694,8/26/2010,"$152,500 "
37630694,11/11/2008,$0 
37630694,6/8/1989,"$89,000 "
37630694,4/28/1989,"$80,500 "
37630694,1/7/1983,"$63,000 "
37630696,12/11/2002,"$130,000 "
37630696,3/4/1999,"$78,000 "
37630696,4/22/1996,$0 
37630698,4/28/2025,"$315,000 "
37630698,7/14/2021,"$284,900 "
37630698,6/23/2006,"$275,000 "
37630698,1/27/2003,"$130,000 "
37630698,8/24/2002,$0 
37630698,2/26/1990,"$91,000 "
37630700,8/11/2023,"$250,000 "
37630700,8/30/2001,"$92,000 "
37630700,2/23/2001,$0 
37630700,12/19/1997,"$79,900 "
37630710,10/28/1975,"$34,525 "
37630710,8/21/1973,$0 
37630720,8/28/2020,"$265,000 "
37630720,10/12/2017,"$220,000 "
37630720,11/29/2006,$0 
37630720,1/26/2006,"$259,900 "
37630720,11/22/1978,"$36,541 "
37630720,5/12/1978,"$38,886 "
37630720,6/20/1975,"$33,800 "
37630730,6/30/2011,"$160,000 "
37630730,5/1/2000,$0 
37630730,6/25/1999,"$82,500 "
37630730,7/3/1975,"$34,835 "
37630740,8/31/1977,"$36,000 "
37630740,6/20/1975,"$33,795 "
37630740,8/21/1973,$0 
37630750,9/23/2021,"$209,900 "
37630750,4/14/2021,"$173,000 "
37630750,2/26/1996,"$52,000 "
37630750,3/30/1994,$0 
37630750,3/18/1976,"$27,900 "
37630765,11/12/2021,"$260,000 "
37630765,3/14/2019,"$108,000 "
37630765,8/23/2001,"$96,200 "
37630765,7/15/1993,$0 
37630765,6/26/1975,"$33,700 "
37630775,9/8/2021,"$276,900 "
37630775,12/6/2002,"$115,000 "
37630775,2/19/1976,"$33,793 "
37630775,5/23/1975,"$34,719 "
37630785,3/29/2004,"$153,000 "
37630785,7/21/1992,"$97,000 "
37630785,11/1/1989,"$94,500 "
37630792,6/28/2021,"$204,000 "
37630792,3/8/2011,"$115,000 "
37630792,10/25/2010,$0 
37630792,9/26/1990,"$79,900 "
37630792,3/30/1990,$0 
37630792,6/16/1980,"$48,500 "
37630793,11/27/2024,"$310,000 "
37630793,5/7/2018,$0 
37630793,5/23/2017,"$165,500 "
37630793,9/25/1992,"$85,000 "
37630793,9/27/1976,"$37,500 "
37630793,1/1/1942,$0 
37630794,5/27/2015,"$215,000 "
37630794,5/12/2010,"$175,000 "
37630794,5/24/2004,"$150,000 "
37630794,3/10/1988,"$69,000 "
37630794,10/1/1986,"$59,500 "
37630796,11/16/2015,"$207,000 "
37630796,5/14/2004,"$190,000 "
37630796,2/8/2002,$0 
37630796,6/21/2001,"$91,000 "
37630798,6/15/2015,"$164,900 "
37630798,5/31/1984,"$53,000 "
37630798,8/3/1978,"$34,000 "
37630798,8/18/1975,"$29,515 "
37630800,10/31/2002,"$132,000 "
37630800,7/19/1999,"$80,000 "
37630800,1/16/1981,"$62,000 "
37630810,4/20/2022,$0 
37630810,7/31/2009,"$185,300 "
37630810,4/17/2009,"$92,966 "
37630810,11/12/2004,"$200,000 "
37630810,9/30/1994,"$100,000 "
37630810,9/28/1979,"$48,500 "
37630825,1/20/2006,"$285,000 "
37630825,10/27/2000,"$82,300 "
37630825,9/30/1989,$0 
37630825,9/30/1980,"$57,000 "
37630835,5/1/2002,"$122,000 "
37630835,5/22/1997,"$91,000 "
37630835,6/15/1992,"$93,000 "
37630838,5/13/2024,"$235,000 "
37630838,3/22/2002,"$111,000 "
37630838,1/31/2001,"$75,600 "
37630838,6/26/1985,"$63,000 "
37630840,9/26/2022,"$220,000 "
37630840,2/15/2018,$0 
37630840,12/16/1985,"$66,000 "
37630840,12/11/1979,"$58,500 "
37630840,5/4/1978,"$34,700 "
60045380,1/15/2025,"$6,955,450 "
10207000,7/18/1973,$0 
50453410,8/21/1979,"$177,996 "
60036990,1/28/2020,$0 
60036990,6/9/2017,$0 
60036990,5/19/2017,$0 
60036990,5/19/2017,$0 
60036990,4/5/2017,$0 
60017550,1/28/2020,$0 
60017550,9/10/2013,$0 
60017550,6/8/2012,$0 
60017550,5/16/2008,"$17,000,000 "
60017550,5/16/2008,$0 
60017530,5/16/2008,"$17,000,000 "
60017530,5/16/2008,$0 
50160600,3/6/2020,"$72,800,000 "
50160600,4/8/2016,$0 
50160600,4/8/2016,"$44,900,000 "
50160600,9/9/2015,$0 
50160600,7/12/2007,$0 
50160600,7/12/2007,$0 
50160600,12/31/1996,$0 
50160600,2/23/1996,"$3,100,000 "
50160600,2/8/1980,"$986,929 "
60038110,6/25/2018,$0 
50686340,12/19/2001,$0 
50311310,8/1/2018,$0 
50311310,11/14/1983,$0 
50311310,11/14/1983,$0 
50688090,11/12/2018,$0 
50688090,5/13/2013,$0 
50688090,11/18/2002,$0 
50688090,12/8/1988,$0 
60023470,11/20/2012,$0 
60023470,11/17/2011,$0 
50694630,3/22/2006,$0 
50694630,7/11/2005,"$27,850,000 "
50694630,12/9/2003,$0 
60023460,11/20/2012,$0 
60023460,11/17/2011,$0 
50694650,12/4/2015,$0 
50694650,12/4/2015,$0 
50694650,12/4/2015,$0 
50694650,12/4/2015,$0 
50694650,1/24/2008,$0 
50694650,1/24/2008,$0 
50694650,3/22/2006,$0 
50694650,11/8/2005,"$13,500,000 "
50694650,12/9/2003,$0 
60023440,9/9/2015,$0 
60023440,5/22/2013,$0 
60023440,1/10/2012,$0 
60023440,11/17/2011,$0 
50263100,12/14/1978,$0 
50263100,12/14/1978,$0 
50262800,9/9/2015,$0 
50262800,5/7/2015,$0 
50262800,8/4/2006,$0 
50262800,12/14/1978,$0 
50262800,12/1/1978,$0 
50263000,9/9/2015,$0 
50263000,10/9/2012,$0 
50263000,3/10/2010,$0 
50263000,12/31/1996,$0 
50263000,5/18/1994,$0 
50263000,12/14/1978,$0 
50672300,11/28/2017,$0 
50672300,3/20/2017,$0 
50672300,4/15/2014,$0 
50672300,4/15/2014,$0 
50672300,4/15/2014,"$55,000,000 "
50672300,4/14/2014,$0 
50672300,2/4/2013,$0 
50672300,5/8/2006,$0 
50672300,12/9/1999,$0 
50672300,2/8/1999,$0 
60030780,11/28/2017,$0 
60030780,3/10/2016,$0 
60030780,9/9/2015,$0 
60030780,9/9/2015,$0 
60030780,9/9/2015,$0 
60030780,9/9/2015,"$1,250,000 "
60030780,6/29/2015,$0 
60030780,7/18/2014,$0 
18112160,7/25/2024,"$17,500,001 "
18112160,5/27/2015,"$17,739,306 "
18112160,12/11/2009,$0 
18112160,3/1/2001,$0 
18112160,10/15/1993,$0 
18112160,10/14/1993,$0 
60030770,2/25/2020,$0 
60030770,11/28/2017,$0 
60030770,1/4/2017,$0 
60030770,3/10/2016,$0 
60030770,9/9/2015,$0 
60030770,9/9/2015,$0 
60030770,9/9/2015,$0 
60030770,9/9/2015,"$56,750,000 "
60030770,9/9/2015,$0 
60030770,6/29/2015,$0 
60030770,7/18/2014,$0 
18112200,7/25/2024,"$17,500,001 "
18112200,5/27/2015,"$1,127,729 "
18112200,3/1/2006,$0 
18112200,12/31/1996,$0 
18112200,5/18/1994,$0 
18112200,1/1/1942,$0 
50453900,7/13/2007,$0 
50453900,7/13/2007,"$36,996,899 "
50453900,12/27/1985,"$970,299 "
50453900,12/18/1984,$0 
50464220,2/2/1998,"$3,500,000 "
50464220,8/12/1985,$0 
50464220,3/21/1985,$0 
50512200,11/18/1991,"$2,080,000 "
50512200,2/20/1987,$0 
50512200,6/4/1986,$0 
50652100,"The assessment includes multiple parcels.  Parent parcel # 50652100 reflects  100% of the assessed value. Associated parcels include: 
	50512310,
","$172,000,000 "
50652100,12/11/2020,$0 
50652100,10/17/2016,$0 
50652100,6/20/2013,"$146,240,000 "
50652100,12/20/2011,$0 
50652100,3/31/2008,$0 
50652100,9/30/1997,NA
50512210,6/9/1986,"$522,500 "
50512210,6/4/1986,$0 
50512210,6/1/1986,"$3,491,000 "
50464210,3/11/2025,"$9,800,000 "
50464210,4/18/2024,"$9,300,000 "
50464210,6/13/2014,"$13,475,000 "
50464210,6/12/2014,$0 
50464210,10/30/2013,"$17,230,000 "
50464210,12/30/1998,"$21,000,000 "
50464210,11/6/1996,"$9,900,000 "
50464210,12/10/1986,"$2,197,861 "
60036340,7/27/2018,"$1,012,777 "
60036340,11/16/2017,"$28,100,000 "
60036340,1/8/2017,$0 
60036330,4/2/2019,"$807,715 "
60036330,11/16/2017,"$28,100,000 "
60036330,1/8/2017,$0 
60036320,10/7/2021,"$995,000 "
60036320,6/6/2019,"$899,900 "
60036320,7/31/2018,"$943,805 "
60036320,11/16/2017,"$28,100,000 "
60036320,1/8/2017,$0 
60036310,2/12/2019,"$799,995 "
60036310,11/16/2017,"$28,100,000 "
60036310,1/8/2017,$0 
60036300,1/10/2019,"$924,363 "
60036300,11/16/2017,"$28,100,000 "
60036300,1/8/2017,$0 
60036290,3/15/2021,"$1,125,000 "
60036290,8/9/2018,"$1,029,222 "
60036290,11/16/2017,"$28,100,000 "
60036290,1/8/2017,$0 
60036280,7/1/2022,$0 
60036280,6/18/2019,"$900,000 "
60036280,11/16/2017,"$28,100,000 "
60036280,1/8/2017,$0 
60036270,4/9/2024,"$1,050,000 "
60036270,8/19/2022,"$999,000 "
60036270,2/25/2019,"$809,995 "
60036270,11/16/2017,"$28,100,000 "
60036270,1/8/2017,$0 
60036260,2/22/2019,"$844,568 "
60036260,11/16/2017,"$28,100,000 "
60036260,1/8/2017,$0 
60036250,6/21/2021,"$1,000,000 "
60036250,9/6/2018,"$899,780 "
60036250,11/16/2017,"$28,100,000 "
60036250,1/8/2017,$0 
60036240,1/19/2021,$0 
60036240,9/25/2018,"$926,800 "
60036240,11/16/2017,"$28,100,000 "
60036240,1/8/2017,$0 
60036230,6/14/2019,"$909,000 "
60036230,11/16/2017,"$28,100,000 "
60036230,1/8/2017,$0 
50512220,6/16/2006,$0 
50512220,10/19/1989,$0 
50512220,6/4/1986,$0 
50512230,6/19/2014,$0 
50512230,6/19/2014,"$18,250,000 "
50512230,12/16/2010,"$8,150,000 "
50512230,1/10/2007,$0 
50512230,1/9/1998,"$6,600,000 "
50512230,2/20/1987,$0 
50512230,10/20/1986,$0 
60036910,4/18/2018,$0 
60036910,11/27/2017,$0 
60036910,1/8/2017,$0 
50590900,8/12/2004,"$2,450,000 "
50590900,9/12/1989,$0 
50590900,8/11/1989,$0 
50686360,3/31/2009,$0 
50686360,3/31/2009,$0 
50686360,3/31/2009,"$5,200,000 "
50686360,3/27/2009,$0 
50686360,10/19/2001,$0 
60036920,11/27/2017,$0 
60036920,1/8/2017,$0 
50414310,12/21/1983,$0 
50414310,4/10/1980,$0 
50686370,3/31/2009,$0 
50686370,3/31/2009,$0 
50686370,10/19/2001,$0 
18712000,3/16/1976,$0 
18712000,4/27/1970,$0 
50631240,12/21/1983,$0 
50185900,3/16/1976,$0 
50414300,1/13/1994,$0 
50414300,12/21/1983,$0 
50413200,12/9/2008,$0 
50413200,8/28/1998,$0 
50413200,12/16/1983,$0 
50631200,7/31/1975,$0 
50631200,10/4/1973,$0 
50631200,1/1/1942,$0 
50618950,9/6/2023,"$21,500,000 "
50618950,3/23/2018,"$37,800,000 "
50618950,6/27/2012,"$31,250,000 "
50618950,6/16/2004,"$29,925,000 "
50618950,2/13/2003,$0 
50618950,10/14/1996,"$15,400,000 "
50631230,7/31/1975,$0 
50631230,11/7/1973,$0 
50631230,10/19/1962,$0 
19456100,11/12/1976,"$260,000 "
19456100,1/1/1942,$0 
19432500,3/17/1978,$0 
19456400,6/17/1976,"$22,700 "
19456400,1/1/1942,$0 
19456500,11/12/1976,"$260,000 "
19456500,1/1/1942,$0 
19456000,11/15/1976,"$85,000 "
50040800,8/1/1975,"$1,023,586 "
50040800,6/4/1975,$0 
50040700,11/29/1984,$0 
50040700,6/4/1975,$0 
50645630,3/30/2007,"$500,000 "
50645630,10/21/2005,"$500,000 "
50645630,9/29/2000,"$267,812 "
50645630,4/3/2000,"$1,261,970 "
50645620,2/18/2025,"$739,900 "
50645620,6/5/2023,"$715,000 "
50645620,4/17/2012,"$499,000 "
50645620,10/30/2007,"$510,000 "
50645620,9/28/2000,"$254,281 "
50645620,4/3/2000,"$1,261,970 "
50645620,7/30/1996,$0 
50645610,6/22/2022,"$645,000 "
50645610,5/22/2006,"$520,000 "
50645610,9/22/2000,"$239,290 "
50645610,4/3/2000,"$1,261,970 "
50645610,7/30/1996,$0 
50645600,8/24/2006,"$540,000 "
50645600,2/8/2002,"$295,000 "
50645600,9/14/2000,"$261,434 "
50645600,4/3/2000,"$1,261,970 "
50645590,12/21/2012,$0 
50645590,10/24/2007,"$422,650 "
50645590,9/29/2000,"$241,693 "
50645590,4/3/2000,"$1,261,970 "
50645590,7/30/1996,$0 
50645580,8/28/2020,"$635,000 "
50645580,7/29/2016,"$499,000 "
50645580,3/25/2004,"$454,000 "
50645580,9/22/2000,"$253,115 "
50645580,4/3/2000,"$1,261,970 "
50645570,10/29/2020,$0 
50645570,7/17/2009,"$469,000 "
50645570,1/17/2003,"$374,900 "
50645570,9/15/2000,"$260,028 "
50645570,4/3/2000,"$1,261,970 "
50645560,3/17/2010,"$452,000 "
50645560,11/13/2009,"$510,276 "
50645560,12/28/2005,"$570,000 "
50645560,4/26/2004,"$517,000 "
50645560,5/8/2003,$0 
50645560,9/29/2000,"$286,917 "
50645550,9/9/2020,"$575,000 "
50645550,4/30/2004,"$475,000 "
50645550,12/29/2000,"$273,938 "
50645550,9/23/1999,"$949,000 "
50645540,3/6/2017,"$530,000 "
50645540,1/9/2007,"$500,000 "
50645540,12/29/2000,"$286,967 "
50645540,9/23/1999,"$949,000 "
50645540,10/26/1998,$0 
50645530,12/29/2000,"$284,953 "
50645530,9/23/1999,"$949,000 "
50645530,10/26/1998,$0 
50645520,5/14/2024,$0 
50645520,12/14/2006,$0 
50645520,5/16/2003,"$174,000 "
50645520,12/29/2000,"$277,417 "
50645520,9/23/1999,"$949,000 "
50645510,12/3/2021,"$649,900 "
50645510,2/3/2006,"$535,000 "
50645510,3/28/2003,"$389,900 "
50645510,12/22/2000,"$303,434 "
50645510,9/23/1999,"$949,000 "
50645500,11/8/2002,"$379,000 "
50645500,12/28/2000,"$292,884 "
50645500,9/23/1999,"$949,000 "
50645490,6/18/2021,"$657,500 "
50645490,2/18/2016,"$485,000 "
50645490,8/29/2008,"$460,000 "
50645490,1/13/2004,"$495,000 "
50645490,12/22/2000,"$291,063 "
50645490,9/23/1999,"$949,000 "
50645480,12/19/2017,"$520,000 "
50645480,1/31/2007,"$490,000 "
50645480,1/27/2006,$0 
50645480,12/29/2000,"$283,726 "
50645480,9/23/1999,"$949,000 "
50645480,10/26/1998,$0 
50645190,9/8/2020,"$585,000 "
50645190,3/27/2012,"$435,900 "
50645190,11/14/2011,"$450,233 "
50645190,2/28/2005,"$515,000 "
50645190,4/28/2000,"$231,648 "
50645190,5/19/1999,"$1,140,000 "
50645180,10/23/2020,"$640,000 "
50645180,9/4/2013,"$510,000 "
50645180,1/5/2011,"$480,000 "
50645180,1/31/2008,"$520,000 "
50645180,1/3/2005,"$492,000 "
50645180,4/28/2000,"$230,758 "
50645180,5/19/1999,"$1,140,000 "
50645170,5/4/2000,"$212,365 "
50645170,5/19/1999,"$1,140,000 "
50645170,7/30/1996,$0 
50645160,4/5/2023,"$170,000 "
50645160,3/11/2016,$0 
50645160,3/6/2008,"$499,000 "
50645160,2/14/2008,"$400,100 "
50645160,7/9/2003,"$429,990 "
50645160,7/31/2002,"$350,000 "
50645160,5/8/2000,"$244,379 "
50645150,9/7/2018,$0 
50645150,4/28/2000,"$225,391 "
50645150,5/19/1999,"$1,140,000 "
50645150,7/30/1996,$0 
50645140,7/13/2021,"$660,000 "
50645140,7/31/2015,"$556,000 "
50645140,6/30/2003,"$375,000 "
50645140,1/11/2002,"$309,000 "
50645140,4/28/2000,"$257,895 "
50645130,12/12/2016,"$525,000 "
50645130,4/28/2000,"$228,971 "
50645130,5/19/1999,"$1,140,000 "
50645130,7/30/1996,$0 
50645120,6/14/2017,"$544,000 "
50645120,4/17/2017,$0 
50645120,6/30/2005,"$655,000 "
50645120,4/28/2000,"$250,865 "
50645120,5/19/1999,"$1,140,000 "
50645110,10/29/2019,"$504,000 "
50645110,12/18/2015,"$445,000 "
50645110,3/22/2011,"$390,000 "
50645110,11/18/2003,$0 
50645110,6/30/2000,"$231,011 "
50645110,9/20/1999,"$922,243 "
50645100,11/23/2004,"$465,000 "
50645100,11/23/2004,"$465,000 "
50645100,2/28/2002,"$290,000 "
50645090,12/16/2019,$0 
50645090,7/13/2018,"$470,000 "
50645090,1/16/2017,"$495,000 "
50645090,1/5/2017,$0 
50645090,3/31/2016,$0 
50645090,3/10/2003,"$370,000 "
50645090,6/29/2000,"$234,328 "
50645090,9/20/1999,"$922,243 "
50645080,7/10/2024,"$735,000 "
50645080,7/29/2004,"$515,000 "
50645080,6/29/2000,"$231,956 "
50645080,9/20/1999,"$922,243 "
50645070,9/29/2009,"$412,000 "
50645070,6/30/2000,"$210,500 "
50645070,9/20/1999,"$922,243 "
50645070,7/30/1996,$0 
50645060,7/14/2014,$0 
50645060,5/24/2013,"$465,000 "
50645060,2/28/2006,"$575,000 "
50645060,6/30/2000,"$250,477 "
50645060,9/20/1999,"$922,243 "
50645060,7/30/1996,$0 
50645050,2/4/2022,$0 
50645050,8/19/2013,"$489,000 "
50645050,1/29/2003,"$369,000 "
50645050,6/5/2000,"$265,246 "
50645050,2/8/2000,"$391,507 "
50645040,11/18/2021,"$649,000 "
50645040,6/26/2015,"$512,000 "
50645040,3/18/2010,"$448,500 "
50645040,10/30/2009,"$425,000 "
50645040,11/30/2005,$0 
50645040,9/9/2005,"$659,000 "
50645040,8/4/2003,"$446,000 "
50645030,3/26/2003,"$387,500 "
50645030,6/1/2000,"$254,073 "
50645030,2/8/2000,"$391,507 "
50645020,5/1/2021,$0 
50645020,10/25/2012,"$444,000 "
50645020,2/26/2010,"$457,000 "
50645020,12/27/2002,$0 
50645020,5/31/2000,"$239,335 "
50645020,2/8/2000,"$391,507 "
50645010,1/11/2021,$0 
50645010,11/17/2015,"$549,000 "
50645010,4/22/2003,"$65,000 "
50645010,5/30/2000,"$272,865 "
50645010,2/8/2000,"$391,507 "
50252100,8/20/1973,$0 
50252100,8/20/1973,$0 
50252100,2/4/1966,$0 
50523800,6/17/1987,"$111,100 "
50313720,10/24/1980,$0 
50523820,6/17/1987,"$111,100 "
50313725,10/24/1980,$0 
50313700,10/24/1980,$0 
60038030,2/14/1991,$0 
50313710,10/24/1980,$0 
50181500,10/22/1997,$0 
50181500,2/12/1986,"$3,200 "
50181500,12/17/1976,$0 
50251900,"The assessment includes multiple parcels.  Parent parcel # 50211400 reflects  100% of the assessed value. Associated parcels include: 
	50251800,
	50251900,
","$36,500,000 "
50251900,8/10/2022,$0 
50251900,12/31/2008,$0 
50251900,8/8/1978,NA
50152000,6/12/1986,"$535,378 "
50251800,"The assessment includes multiple parcels.  Parent parcel # 50211400 reflects  100% of the assessed value. Associated parcels include: 
	50251800,
	50251900,
","$36,500,000 "
50251800,8/10/2022,$0 
50251800,12/31/2008,$0 
50251800,8/8/1978,NA
60038040,11/17/1992,$0 
50523810,6/17/1987,"$111,100 "
50166600,10/30/2015,$0 
50166600,12/30/2003,"$5,700,000 "
50166600,10/7/2002,"$5,178,177 "
50166600,4/25/1980,"$328,964 "
50211400,"The assessment includes multiple parcels.  Parent parcel # 50211400 reflects  100% of the assessed value. Associated parcels include: 
	50251800,
	50251900,
","$36,500,000 "
50211400,8/10/2022,$0 
50211400,12/31/2008,$0 
50211400,4/20/1977,NA
60023040,2/6/2024,$0 
60023040,12/15/2021,$0 
60023040,11/1/2011,$0 
50511900,5/22/2024,"$12,000,000 "
50511900,2/23/1999,$0 
50511900,11/24/1997,$0 
50511900,5/12/1986,$0 
50511910,10/27/2017,$0 
50511910,12/21/2016,$0 
50511910,1/13/2016,$0 
50511910,1/13/2016,$0 
50511910,1/13/2016,"$12,500,000 "
50511910,9/28/1998,"$6,000,000 "
50511910,11/24/1997,$0 
50511910,5/12/1986,$0 
50049600,3/1/2016,$0 
50049600,11/22/2013,$0 
50049600,8/2/2012,$0 
50049600,8/2/2012,"$19,750,000 "
50049600,1/14/1999,"$1,450,000 "
50049600,4/17/1995,"$1,100,000 "
50049600,8/17/1975,"$251,800 "
36344830,12/6/2021,"$14,100,000 "
36344830,3/6/2013,"$8,500,000 "
36344830,2/22/2013,$0 
36344830,12/29/2002,$0 
36344830,7/25/2000,"$4,200,000 "
36344830,8/25/1996,$0 
36456210,"The assessment includes multiple parcels.  Parent parcel # 36456210 reflects  100% of the assessed value. Associated parcels include: 
	36456220,
","$6,500,000 "
36456210,5/10/2023,$0 
36456210,7/20/2022,"$4,800,000 "
36456210,12/26/1996,$0 
36456210,9/12/1996,$0 
36456210,12/31/1990,NA
36345300,12/30/2020,"$21,867,244 "
36345300,1/10/2006,"$17,138,723 "
36345300,6/7/2000,$0 
36345300,10/19/1999,"$6,142,500 "
36345300,7/1/1992,$0 
36345230,3/21/2023,$0 
36345230,10/17/2019,$0 
36345230,11/10/1993,"$2,100,000 "
36345230,1/1/1942,$0 
50299610,12/28/2004,$0 
50299610,12/14/1984,"$1,600,000 "
50299610,12/14/1984,"$330,199 "
36456220,"The assessment includes multiple parcels.  Parent parcel # 36456210 reflects  100% of the assessed value. Associated parcels include: 
	36456220,
","$6,500,000 "
36456220,5/10/2023,$0 
36456220,7/20/2022,"$4,800,000 "
36456220,12/26/1996,$0 
36456220,9/12/1996,$0 
36456220,12/31/1990,NA
50513500,3/30/2005,$0 
50513500,12/23/2004,"$104,436,250 "
50513500,4/26/2001,$0 
50513500,5/15/2000,"$10,369,000 "
50710030,3/30/2015,"$305,000 "
50710030,4/30/2009,"$220,000 "
50710030,9/22/2006,"$316,312 "
50710030,3/30/2005,$0 
50710040,11/22/2023,"$395,000 "
50710040,3/25/2021,"$361,000 "
50710040,4/30/2014,"$295,000 "
50710040,6/23/2009,"$255,000 "
50710040,4/10/2009,"$237,244 "
50710040,11/4/2005,"$395,705 "
50710040,3/30/2005,$0 
50710050,8/26/2019,"$326,000 "
50710050,10/3/2014,"$295,000 "
50710050,4/26/2005,"$379,905 "
50710050,3/30/2005,$0 
50710060,4/26/2016,"$295,000 "
50710060,11/11/2009,$0 
50710060,6/19/2009,"$265,000 "
50710060,10/24/2005,"$387,105 "
50710060,3/30/2005,$0 
50710070,3/8/2021,"$355,000 "
50710070,3/29/2012,"$260,000 "
50710070,10/14/2011,"$211,100 "
50710070,9/12/2005,"$431,400 "
50710070,3/30/2005,$0 
50711270,10/27/2017,"$298,900 "
50711270,7/1/2011,"$242,050 "
50711270,12/8/2006,"$355,500 "
50711270,3/30/2005,$0 
50710080,6/10/2021,"$357,500 "
50710080,7/8/2016,$0 
50710080,7/11/2007,$0 
50710080,10/14/2005,"$431,400 "
50710080,3/30/2005,$0 
50711330,5/25/2022,"$315,000 "
50711330,11/4/2005,"$354,805 "
50711330,3/30/2005,$0 
50711810,5/9/2024,"$350,000 "
50711810,1/17/2022,"$315,000 "
50711810,12/6/2021,$0 
50711810,5/17/2019,"$270,000 "
50711810,8/23/2005,"$358,900 "
50711810,3/30/2005,$0 
50711820,12/7/2023,"$342,000 "
50711820,1/22/2021,"$289,000 "
50711820,10/1/2018,"$265,000 "
50711820,10/6/2005,"$358,900 "
50711820,3/30/2005,$0 
50711340,3/31/2021,$0 
50711340,2/5/2016,"$242,000 "
50711340,11/9/2009,$0 
50711340,2/20/2008,"$255,000 "
50711340,4/18/2005,$0 
50711340,4/18/2005,"$358,900 "
50711340,3/30/2005,$0 
50710090,5/24/2017,$0 
50710090,5/24/2017,"$285,000 "
50710090,10/11/2016,"$275,000 "
50710090,7/8/2016,"$302,031 "
50710090,11/18/2005,"$379,905 "
50710090,3/30/2005,$0 
50710100,2/7/2024,"$403,000 "
50710100,4/4/2008,"$309,900 "
50710100,6/22/2007,"$343,761 "
50710100,5/26/2005,"$399,900 "
50710100,3/30/2005,$0 
50710110,9/28/2022,"$365,000 "
50710110,12/5/2005,"$381,705 "
50710110,3/30/2005,$0 
50711280,8/22/2013,"$290,000 "
50711280,11/24/2009,"$255,000 "
50711280,8/14/2009,"$208,250 "
50711280,6/6/2005,"$434,900 "
50711280,3/30/2005,$0 
50711290,5/2/2024,"$416,000 "
50711290,2/28/2022,"$365,000 "
50711290,8/16/2018,"$309,500 "
50711290,4/14/2016,"$312,500 "
50711290,4/22/2014,"$300,000 "
50711290,11/4/2010,"$240,000 "
50711290,2/24/2006,"$424,618 "
50711290,3/30/2005,$0 
50710120,6/13/2024,"$385,000 "
50710120,9/13/2010,"$255,000 "
50710120,8/11/2010,"$228,000 "
50710120,10/30/2006,"$333,900 "
50710120,3/30/2005,$0 
50713950,5/11/2005,"$249,900 "
50713950,3/30/2005,$0 
50711830,9/30/2022,"$324,500 "
50711830,12/12/2016,"$257,000 "
50711830,7/3/2013,"$236,000 "
50711830,9/27/2010,"$225,000 "
50711830,8/31/2006,"$306,000 "
50711830,3/30/2005,$0 
50712010,12/20/2010,"$259,000 "
50712010,4/3/2006,"$445,305 "
50712010,3/30/2005,$0 
50712550,6/27/2018,"$224,500 "
50712550,4/17/2006,"$268,900 "
50712550,3/30/2005,$0 
50710130,10/12/2023,"$390,000 "
50710130,9/4/2020,"$350,000 "
50710130,12/8/2015,"$306,000 "
50710130,5/3/2011,"$240,000 "
50710130,8/17/2007,$0 
50710130,11/14/2005,"$406,905 "
50710130,11/14/2005,$0 
50710130,3/30/2005,$0 
50712560,6/7/2021,$0 
50712560,4/23/2021,"$289,000 "
50712560,11/22/2019,"$258,000 "
50712560,1/13/2006,"$289,555 "
50712560,3/30/2005,$0 
50710140,1/26/2015,"$310,000 "
50710140,5/25/2010,"$255,000 "
50710140,1/6/2006,"$379,905 "
50710140,3/30/2005,$0 
50710150,9/6/2018,"$303,000 "
50710150,7/12/2016,"$270,000 "
50710150,12/7/2015,"$294,286 "
50710150,11/30/2015,"$294,286 "
50710150,5/25/2006,"$339,900 "
50710150,3/30/2005,$0 
50710160,6/30/2006,"$348,080 "
50710160,3/30/2005,$0 
50710170,3/29/2016,"$299,900 "
50710170,4/28/2006,"$369,905 "
50710170,3/30/2005,$0 
50710180,12/28/2005,"$362,792 "
50710180,3/30/2005,$0 
50710190,9/27/2019,"$326,000 "
50710190,8/16/2016,"$308,000 "
50710190,4/14/2011,"$244,631 "
50710190,3/17/2006,"$369,055 "
50710190,3/30/2005,$0 
50710200,9/28/2022,"$396,000 "
50710200,7/26/2021,"$355,000 "
50710200,8/17/2006,"$339,900 "
50710200,3/30/2005,$0 
50710210,12/19/2022,"$365,000 "
50710210,10/29/2015,"$306,000 "
50710210,7/20/2005,"$409,900 "
50710210,3/30/2005,$0 
50710220,1/9/2018,"$295,000 "
50710220,12/18/2014,"$307,000 "
50710220,11/18/2011,"$240,000 "
50710220,4/20/2005,"$409,900 "
50710220,3/30/2005,$0 
50712020,1/22/2018,"$309,000 "
50712020,12/27/2013,"$308,000 "
50712020,7/31/2006,"$410,000 "
50712020,3/30/2005,$0 
50710230,6/1/2012,"$250,000 "
50710230,5/31/2007,"$368,000 "
50710230,4/18/2005,"$431,500 "
50710230,3/30/2005,$0 
50711350,1/11/2021,"$300,000 "
