account_num,year_built,construction_quality,building_condition,hvac,building_type,gross_building_area,net_leasable_area
50648050,1997,VERY GOOD,GOOD,PACKAGE UNIT,COMPLETE AUTO DEALERSHIP,"9,000",0
17151000,1969,GOOD,GOOD,COMPLETE HVAC,MEDICAL OFFICES,"2,728",0
18576000,1940,GOOD,AVERAGE,COMPLETE HVAC,INDUSTRIAL FLEX MALL BUILDING,"11,160",0
18568100,1980,AVERAGE PLUS,AVERAGE,PACKAGE UNIT,FRATERNAL BUILDING,"24,584",0
50400050,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,272","1,272"
50400040,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,260","1,260"
50400030,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,260","1,260"
50400020,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,260","1,260"
50400010,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,260","1,260"
50400000,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,272","1,272"
50424050,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,534","1,534"
50424040,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,997,997
50424030,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,260","1,260"
50424020,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,260","1,260"
50424010,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,950,950
50424000,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,581","1,581"
50424110,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,800","1,800"
50424100,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,594,594
50424090,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,191","1,191"
18600000,1970,AVERAGE,AVERAGE,HEAT PUMP INDIVIDUAL UNIT,RETAIL STORE,"3,000",0
50424080,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,191","1,191"
50424070,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,191","1,191"
50424060,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,203","1,203"
18590400,1970,AVERAGE,AVERAGE,PACKAGE UNIT,OFFICE BUILDING,"19,776","19,776"
50454070,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,271","1,271"
18590300,1968,VERY GOOD,AVERAGE,PACKAGE UNIT,AUTOMOTIVE CENTER,"2,024",0
50454060,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,260","1,260"
50454050,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,260","1,260"
50454040,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,260","1,260"
50454030,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,260","1,260"
50454020,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,260","1,260"
50454010,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,697","1,697"
50454000,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,834,934
50454150,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,203","1,203"
50454140,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,191","1,191"
50454130,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,191","1,191"
50454120,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,191","1,191"
50454110,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,191","1,191"
50454100,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,191","1,191"
50454090,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,191","1,191"
50454080,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,203","1,203"
50400110,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,203","1,203"
50400100,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,191","1,191"
50400090,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,191","1,191"
50400080,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,191","1,191"
50400070,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,191","1,191"
50400060,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,203","1,203"
18624000,1989,EXCELLENT,GOOD,PACKAGE UNIT,MINI LUBE GARAGE,"2,108",0
18664000,1971,VERY GOOD,GOOD,COMPLETE HVAC,FAST FOOD RESTAURANT,"2,320",0
50365810,1940,VERY GOOD PLUS,VERY GOOD,COMPLETE HVAC,RESTAURANT,"6,648",0
50365800,1940,GOOD,GOOD,COMPLETE HVAC,RESTAURANT,"4,032",0
18944000,1930,GOOD,AVERAGE,COMPLETE HVAC,OFFICE BUILDING,"2,620",0
17327000,1960,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"5,025",0
18832220,1968,GOOD PLUS,VERY GOOD,PACKAGE UNIT,FAST FOOD RESTAURANT,"1,949",0
18833000,1969,VERY GOOD,GOOD,COMPLETE HVAC,FAST FOOD RESTAURANT,992,0
18888600,1964,VERY GOOD,GOOD,FORCED AIR,AUTOMOTIVE CENTER,"3,915",0
18880000,1971,FAIR,AVERAGE,PACKAGE UNIT,RETAIL STORE,"2,000",0
18872000,1955,GOOD,GOOD,PACKAGE UNIT,LAUNDRY/DRY CLEANING,"1,980",0
19360000,2000,EXCELLENT,VERY GOOD,PACKAGE UNIT,DRUG STORE,"10,177",0
50523300,1990,VERY GOOD,GOOD,PACKAGE UNIT,COMMUNITY SHOPPING CENTER,"146,825","146,133"
19248000,1969,AVERAGE,GOOD,COMPLETE HVAC,MIXED RETAIL W/ OFFICE UNITS,"9,088",0
19344000,1959,GOOD,AVERAGE,COMPLETE HVAC,RETAIL STORE,"1,600",0
50636750,1986,GOOD,GOOD,PACKAGE UNIT,RETAIL STORE,"5,390",0
50590200,1992,AVERAGE,AVERAGE,PACKAGE UNIT,RETAIL STORE,"25,460","24,300"
50453800,1967,GOOD,AVERAGE,PACKAGE UNIT,RETAIL STORE,"5,100",0
19304000,1959,GOOD,GOOD,PACKAGE UNIT,RETAIL STORE,"4,263",0
19296000,1952,AVERAGE,AVERAGE,HEAT PUMP INDIVIDUAL UNIT,RESTAURANT,"1,393",0
19288000,1965,GOOD,GOOD,PACKAGE UNIT,RETAIL STORE,"6,122",0
50412310,2010,EXCELLENT,EXCELLENT,PACKAGE UNIT,BANK,"4,366",0
17324500,1970,GOOD,AVERAGE,COMPLETE HVAC,FIRE STATION STAFFED,"8,050",0
50348430,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,266","1,266"
50348420,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,254","1,254"
50348410,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,254","1,254"
50348400,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,266","1,266"
50348470,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,150","1,150"
50348460,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,150","1,150"
50348440,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,150","1,150"
50348510,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,266","1,266"
50348500,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,254","1,254"
50348490,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,254","1,254"
50348480,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,266","1,266"
50348540,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,150","1,150"
50348530,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,127","1,127"
50348520,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,150","1,150"
50348590,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,266","1,266"
50348580,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,254","1,254"
50348570,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,254","1,254"
50348560,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,266","1,266"
50348630,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,150","1,150"
50348620,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,150","1,150"
50348610,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,127","1,127"
50348600,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,150","1,150"
19536000,1960,EXCELLENT,EXCELLENT,COMPLETE HVAC,FAST FOOD RESTAURANT,"5,187",0
50618900,1997,GOOD,AVERAGE,WARM AND COOL AIR ZONE,MULTIPLE - ELDERLY ASSISTED LIVING,"59,670",0
50511500,1962,GOOD,GOOD,PACKAGE UNIT,MULTIPLE - RESIDENTIAL,1,0
27456000,1960,AVERAGE,AVERAGE,HEAT PUMP INDIVIDUAL UNIT,MIXED RETAIL W/ OFFICE UNITS,"14,200","11,115"
27440000,2000,AVERAGE,GOOD,SPACE HEATER,STORAGE GARAGE,"4,823",0
27432000,1969,GOOD,GOOD,COMPLETE HVAC,RESTAURANT,"3,108",0
27424100,1967,AVERAGE,GOOD,PACKAGE UNIT,MEDICAL OFFICES,"21,868","21,868"
22112000,1936,FAIR,VERY GOOD,COMPLETE HVAC,OFFICE BUILDING,"1,930",0
27424200,1976,VERY GOOD,GOOD,PACKAGE UNIT,RETAIL STORE,"1,664",0
28928000,1956,GOOD PLUS,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"5,870",0
50628540,1962,GOOD,GOOD,WARM AND COOL AIR ZONE,APARTMENTS (HI-RISE),"304,560",0
29152000,1960,VERY GOOD,GOOD,PACKAGE UNIT,COMMUNITY SHOPPING CENTER,"19,350","21,578"
29160000,1957,GOOD,AVERAGE,PACKAGE UNIT,SERVICE GARAGE,"2,877",0
23104000,1985,GOOD,GOOD,NONE,BATH HOUSES,"1,300",0
25304000,1988,VERY GOOD,GOOD,PACKAGE UNIT,MINI LUBE GARAGE,"1,960",0
50633150,1959,VERY GOOD,EXCELLENT,PACKAGE UNIT,NEIGHBORHOOD SHOPPING CENTER,"135,000","133,854"
50058700,2016,VERY GOOD,EXCELLENT,PACKAGE UNIT,SUPERMARKET,"17,110",0
50213300,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,825,0
50213310,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50213320,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,142",0
50213330,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50213340,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50213350,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50213360,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50213370,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,586,0
50213380,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,864,0
50213390,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,472",0
50213400,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,618,0
50213410,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,825,0
50213420,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,299,0
50213430,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,094",0
50213440,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,094",0
50213450,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,586,0
50213460,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,095",0
50213470,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,850,0
50213480,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,141",0
50213490,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,864,0
50213500,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,866,0
50213510,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,474",0
50213520,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,428",0
50213530,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,825,0
50198000,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50198100,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50198200,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50198300,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50198400,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50198500,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50198600,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50198700,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50198800,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,472",0
50198900,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50213540,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,825,0
50213550,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,851,0
50213560,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,140",0
50213570,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50213580,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,105",0
50213590,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,105",0
50213600,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,864,0
50213610,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,586,0
50213620,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,426",0
50213630,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,472",0
50213640,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,094",0
50213650,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,094",0
50213660,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,094",0
50213670,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,094",0
50213680,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,850,0
50213690,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,140",0
50213700,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,864,0
50213710,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,864,0
50213720,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,472",0
50213730,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,"1,428",0
50060600,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50060700,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50060800,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50060900,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50061000,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50061100,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50061200,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50061300,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50061400,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50061500,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50061600,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50061700,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50061800,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50061900,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50062000,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50062100,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50062200,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50062300,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50062400,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50062500,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50062600,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50062700,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50062800,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50062900,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50063000,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50063100,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50063200,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50063300,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50063400,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50063500,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50063600,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50063700,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50063800,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50063900,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50064000,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50064100,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50064200,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50064300,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50064400,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50064500,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50064600,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50064700,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50064800,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50064900,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50065000,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50065100,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50065200,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50065300,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50065400,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50065500,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50065600,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50065700,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50065800,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50065900,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50066000,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50066100,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50066200,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50066300,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50066400,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50066500,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50066600,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50066700,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50066800,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50066900,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50067000,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50067100,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50067200,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50067300,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50067400,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50067500,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50067600,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50067700,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50067800,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50067900,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50068000,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50068100,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50068200,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50068300,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50068400,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50068500,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50068600,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50068700,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50068800,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50068900,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50069000,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50069100,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50069200,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50069300,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50069400,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50069500,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50069600,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50069700,1967,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
