account_num,year_built,construction_quality,building_condition,hvac,building_type,gross_building_area,net_leasable_area
50409320,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50454900,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50454910,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50454920,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50454930,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50454940,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409330,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50454950,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409340,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409350,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409360,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409370,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409380,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409390,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409400,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409410,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409420,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50454960,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50454970,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50454980,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50454990,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50455000,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50363900,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50455010,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50363910,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409430,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50363920,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409440,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409450,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409460,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409470,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409480,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409490,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50455020,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50455030,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50455040,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50363930,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50363940,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50363950,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50363960,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50363970,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409500,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50363980,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409510,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50348150,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50348160,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50348170,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50348180,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50348190,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50455050,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50455060,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50455070,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409520,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409530,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50348200,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409540,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50348210,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50455080,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50348220,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409550,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50348230,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50409560,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50348240,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50455090,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50348250,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50455100,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50455110,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50455120,1982,VERY GOOD,GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60028370,2014,VERY GOOD,EXCELLENT,HEAT PUMP INDIVIDUAL UNIT,HOTEL,"73,488","52,063"
50616730,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"41,411","41,411"
50624460,1991,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"11,685","11,685"
50629170,1991,VERY GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"15,274","15,274"
50624440,1991,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"3,186","3,186"
50624450,1991,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"7,196","7,196"
50639630,1991,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"10,383","10,383"
50647950,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"2,713","2,713"
50647960,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"12,049","12,049"
10066050,1968,GOOD,GOOD,PACKAGE UNIT,DISCOUNT STORE,"17,010",0
50668430,1999,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50668440,1999,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50668450,1999,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50668460,1999,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50668470,1999,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50668480,1999,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50668490,1999,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50668500,1999,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50621000,1785,GOOD PLUS,AVERAGE,PACKAGE UNIT,OFFICE BUILDING,"5,642",0
11553000,1900,GOOD PLUS,GOOD,PACKAGE UNIT,OFFICE BUILDING,"2,296","2,296"
11544500,1890,GOOD,GOOD,PACKAGE UNIT,OFFICE BUILDING,"1,989","1,989"
50624580,1900,GOOD,GOOD,COMPLETE HVAC,CHURCH,"11,103",0
10825000,1988,GOOD,GOOD,PACKAGE UNIT,OFFICE BUILDING,"2,128",0
50348300,1982,VERY GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,000","1,000"
50348310,1982,VERY GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,000","1,000"
50348320,0,VERY GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,000",0
50624350,1900,GOOD,GOOD,PACKAGE UNIT,DAY CARE CENTER,"5,200",0
10294600,1975,AVERAGE PLUS,AVERAGE,HEAT PUMP INDIVIDUAL UNIT,MULTIPLE - RESIDENTIAL,"70,000",0
44232000,2023,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,DORMITORY RESIDENCE HALLS,"65,740",0
17474000,1945,GOOD,GOOD,PACKAGE UNIT,MULTIPLE - RESIDENTIAL,"95,928",0
17548000,1953,GOOD PLUS,GOOD,PACKAGE UNIT,AUTOMOTIVE CENTER,"3,325",0
50411100,1956,GOOD,GOOD,SPACE HEATER,AUTOMOTIVE CENTER,"2,436",0
50460290,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"5,238",0
50460300,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,762",0
50460310,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,387",0
50460320,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"3,941",0
50460330,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,759",0
50460340,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,759",0
50460350,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,776",0
50460360,0,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"6,637",0
17550000,2000,FAIR,GOOD,SPACE HEATER,OFFICE BUILDING,850,0
17549500,2000,FAIR,GOOD,SPACE HEATER,OFFICE BUILDING,850,0
17551000,1960,GOOD PLUS,GOOD,PACKAGE UNIT,RETAIL STORE,"4,515",0
17550500,1960,GOOD PLUS,GOOD,PACKAGE UNIT,RETAIL STORE,"4,515",0
17551500,1953,GOOD,GOOD,PACKAGE UNIT,SERVICE STATION,"1,600",0
17548510,1962,VERY GOOD,GOOD,PACKAGE UNIT,RETAIL STORE,"4,055",0
50281060,1941,VERY GOOD,GOOD,ELECTRIC BASEBOARD,CONDO <= 3 STORIES,NA,NA
50281070,1941,VERY GOOD,VERY GOOD,ELECTRIC BASEBOARD,CONDO <= 3 STORIES,NA,NA
50281080,1941,VERY GOOD,GOOD,ELECTRIC BASEBOARD,CONDO <= 3 STORIES,NA,NA
50281090,1941,VERY GOOD,GOOD,ELECTRIC BASEBOARD,CONDO <= 3 STORIES,NA,NA
50281100,1941,VERY GOOD,GOOD,ELECTRIC BASEBOARD,CONDO <= 3 STORIES,NA,NA
50281110,1941,VERY GOOD,GOOD,ELECTRIC BASEBOARD,CONDO <= 3 STORIES,NA,NA
50281120,1941,VERY GOOD,GOOD,ELECTRIC BASEBOARD,CONDO <= 3 STORIES,NA,NA
50281130,1941,VERY GOOD,GOOD,ELECTRIC BASEBOARD,CONDO <= 3 STORIES,NA,NA
50281140,1941,VERY GOOD,GOOD,ELECTRIC BASEBOARD,CONDO <= 3 STORIES,NA,NA
50281150,1941,VERY GOOD,GOOD,ELECTRIC BASEBOARD,CONDO <= 3 STORIES,NA,NA
50281160,1941,VERY GOOD,GOOD,ELECTRIC BASEBOARD,CONDO <= 3 STORIES,NA,NA
50281170,1941,VERY GOOD,GOOD,ELECTRIC BASEBOARD,CONDO <= 3 STORIES,NA,NA
50281180,1941,VERY GOOD,FAIR,ELECTRIC BASEBOARD,CONDO <= 3 STORIES,NA,NA
50281190,1941,AVERAGE,GOOD,ELECTRIC BASEBOARD,CONDO <= 3 STORIES,NA,NA
50281200,1941,VERY GOOD,VERY GOOD,ELECTRIC BASEBOARD,CONDO <= 3 STORIES,NA,NA
50281210,1941,VERY GOOD,GOOD,ELECTRIC BASEBOARD,CONDO <= 3 STORIES,NA,NA
50281220,1941,VERY GOOD,VERY GOOD,ELECTRIC BASEBOARD,CONDO <= 3 STORIES,NA,NA
19264050,1968,AVERAGE,AVERAGE,PACKAGE UNIT,OFFICE BUILDING,"18,132","17,500"
50412300,1950,AVERAGE,AVERAGE,PACKAGE UNIT,OFFICE BUILDING,"64,024","48,872"
19256000,1968,AVERAGE,AVERAGE,PACKAGE UNIT,OFFICE BUILDING,"13,800","13,500"
19112000,1958,VERY GOOD,GOOD,PACKAGE UNIT,WAREHOUSE SHOWROOM STORE,"3,028",0
39048000,1975,GOOD,VERY GOOD,WARM AND COOL AIR ZONE,APARTMENTS (HI-RISE),"396,224",0
38411390,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411400,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411410,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411420,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411430,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411440,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411450,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411460,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411470,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411250,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411260,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411270,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411280,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411290,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411300,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411320,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411340,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411350,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411360,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411370,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411380,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411500,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411520,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411530,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411540,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411550,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411560,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411570,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411580,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411590,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411600,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411610,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411620,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411630,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411640,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411660,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411670,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411680,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411690,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411700,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411710,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411720,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411730,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411740,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411750,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411760,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411770,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411780,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411790,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411800,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411810,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411820,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411830,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411840,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411850,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411860,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411870,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411880,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411890,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411900,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411910,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411920,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411930,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411940,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411950,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411960,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411970,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411980,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411480,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38411490,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409680,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409690,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409700,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409710,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409720,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409730,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409740,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409750,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409770,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409780,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409790,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409800,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409900,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409910,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409920,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409930,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409940,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409950,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409960,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409970,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409980,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38409990,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410000,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410010,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410020,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410030,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410040,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410050,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410060,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410070,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410080,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410190,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410200,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410210,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410220,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410230,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410240,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410250,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410260,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410270,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410280,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410290,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410300,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410310,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410320,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410330,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410340,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
38410350,1963,AVERAGE,AVERAGE,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
